para,label,document
"As noted above, each atom designated “H” may independently be hydrogen ( 1 H) or deuterium ( 2 H). Specific examples of suitable deuterated ethanols include, but are not limited to, ethanol-1-D (Formula 2), ethanol-1,1-D 2 (Formula 3), ethanol-1,2-D 2 , (Formula 4), and ethanol-D 5 (CD 3 CD 2 OH). The enantiomer of the ethanol-1-D illustrated in formula 2 may be present in the compositions of the invention.
",0,US09044423-20150602.txt
"In successively more-preferred embodiments, the compositions comprise ethanol wherein at least 15 mole percent, 30 mole percent, 50 mole percent, 75 mole percent, or 95 mole percent of the ethanol is a deuterated alcohol according to Formula 1.
",0,US09044423-20150602.txt
"In additional embodiments, the present invention also takes advantage of the fact that the removal of H Re from ethanol by alcohol dehydrogenase is subject to a substantial primary deuterium isotope effect. Specifically, a deuterium ( 2 H) in the H Re position is removed by alcohol dehydrogenase two to four times more slowly than a light ( 1 H) hydrogen. This effect has been thoroughly documented both in vitro (B. V. Plapp et al., J. Biol. Chem. 1973, 248:3470; Lundquist et al., Alcohol Clin. Exp. Res. 1986, 10(6th Suppl):69S-72S; J. O. Winberg et al., Biochem. Mol. Biol. Int. 1993, 31:651-658) and in vivo (S. E. Damgaard, Biochemistry 1981, 20:5662-5669; J. Alderman et al., J. Biol. Chem. 1987, 262:7497-7503; F. Lundquist et al., Pharmacol. Toxicol. 1989 65:55-62).
",0,US09044423-20150602.txt
"Due to the primary deuterium isotope effect, an individual having a greater-than-normal level of alcohol dehydrogenase activity, and consequently having a propensity to alcohol-induced flushing, upon consumption of an alcoholic composition of the invention, should metabolize the deuterated ethanol of Formula 1 at a significantly slower rate than he or she would metabolize ethanol having a natural isotopic abundance at H Re . Because the kinetic isotope effect produces a lowering of k 1 in Equation 1, the individual's rate of production of acetaldehyde in vivo should be shifted back toward the rate observed in normal individuals. The result should be a reduced level of acetaldehyde in the individual's system, with a corresponding reduction in the severity of symptoms of acetaldehydemia, such as hangover and alcohol-induced flushing. The greater the proportion of deuterium at H Re in the ethanol, the greater the expected reduction in acetaldehyde concentration in the blood.
",0,US09044423-20150602.txt
"The reduction in acetaldehyde blood levels should be especially pronounced if the individual can metabolize the ADH-generated acetaldehyde at a rate that prevents accumulation of the aldehyde. The metabolism of acetaldehyde to acetate is carried out by aldehyde dehydrogenase (ALDH), and to a certain extent by cytochrome P450. Some ALDH enzymes exhibit a deuterium isotope effect when operating on certain substrates, such as benzaldehydes (M. Scharschmidt et al., Biochemistry 1984, 23:5471-5478) and glyceraldehyde-3-phosphate (P. F. Canellas and W. W. Cleland, Biochemistry 1991, 30:8871-8876). On the other hand, sheep liver ALDH shows no isotope effect when acting upon acetaldehyde-1-d (CH 3 CDO) (G. J. Hart and F. M. Dickinson, Biochem. J. 1978, 175:899-908), and horse liver ALDH shows no isotope effect when acting upon propionaldehyde-1-d (CH 3 CH 2 CDO) (R. I. Feldman and H. Weiner, J. Biol. Chem. 1972, 247:267-272). In order to avoid any possible reduction in ALDH activity, it can be desirable to have little or no deuterium at H Si in the compound of Formula 1, and correspondingly little or no production of CH 3 CDO. It should however be understood that lowering the in vivo acetaldehyde concentration by providing deuterium at H Re of ethanol, by the methods of the present invention, should reduce the symptoms of acetaldehydemia regardless of the isotopic composition of H Si .
",0,US09044423-20150602.txt
"It will be appreciated that even in individuals not suffering from an enzyme abnormality, consumption of the compositions of the invention in place of equivalent prior art beverages and pharmaceutical formulations should still lead to slower formation of acetaldehyde in vivo, with attendant reduction of the symptoms of acetaldehydemia. The slower metabolism of the deuterated alcohol of the invention, in combination with the extended period of peak blood alcohol concentration, should reduce the amount of alcohol needed to produce a given psychopharmacological effect. The beverages of the present invention, accordingly, can be manufactured with a lower alcohol content than equivalent prior art beverages without being perceived by consumers as “weaker” or less potent, and they should produce a more consistent and prolonged effect with a less-pronounced initial effect. In particular, the beverages of the invention may be consumed on an empty stomach, with less risk of a sudden onset of inebriation.
",0,US09044423-20150602.txt
"Conversely, pharmaceutical compositions can be produced having higher ethanol concentrations and greater solvent power than prior art compositions, without an increase in acetaldehyde-induced side-effects. The greater solvent power enables the production of more concentrated formulations, with attendant savings and convenience.
",0,US09044423-20150602.txt
"The present invention thus provides methods for avoiding, or reducing the severity of, ethanol-induced acetaldehydemia, hangover and facial flushing, by providing and/or consuming the alcoholic beverages and pharmaceutical compositions of the invention.
",0,US09044423-20150602.txt
"The present invention also provides a method of making an alcoholic beverage. The method comprises the step of adding to a beverage a deuterated alcohol according to Formula 1, in an amount sufficient to produce an alcoholic beverage comprising water and ethanol wherein at least 5 mole percent of the ethanol is a deuterated alcohol according to Formula 1. In additional embodiments, a deuterated alcohol according to Formula 1 is added in an amount sufficient to produce an alcoholic beverage comprising water and ethanol wherein at least 15 mole percent, 30 mole percent, 50 mole percent, 75 mole percent, or 95 mole percent of the ethanol is a deuterated alcohol according to Formula 1.
",0,US09044423-20150602.txt
"The present invention also provides a method of making an alcoholic pharmaceutical composition. The method comprises the step of combining an active pharmaceutical ingredient (API) with a deuterated alcohol according to Formula 1, in an amount sufficient to produce a composition wherein at least 5 mole percent of the ethanol in the composition is a deuterated alcohol according to Formula 1. In additional embodiments, the deuterated alcohol according to Formula 1 is combined in an amount sufficient to produce a composition wherein at least 15 mole percent, 30 mole percent, 50 mole percent, 75 mole percent, or 95 mole percent of the ethanol in the composition is a deuterated alcohol according to Formula 1. Pharmaceutically acceptable excipients may be introduced or admixed with the deuterated ethanol and/or the API, prior to or following the combining step.
",0,US09044423-20150602.txt
"In the present document, the use of “H” refers to the genus of hydrogen atoms, of any isotopic composition, i.e. 1 H, 2 H, or any combination thereof in any proportions. The use of “D” or “ 2 H” refers specifically to the deuterium isotope. Proportions described herein by percentages are percent by weight unless otherwise indicated.
",0,US09044423-20150602.txt
"“Alcohol” refers to ethanol.
",0,US09044423-20150602.txt
"“Alcopop” refers to certain flavored alcoholic beverages, including: malt beverages to which various fruit juices or other flavorings have been added; beverages containing wine to which ingredients such as fruit juice or other flavorings have been added (e.g., wine coolers); and beverages containing distilled alcohol and added ingredients such as fruit juices or other flavorings.
",0,US09044423-20150602.txt
"“Almost sake” refers to sake infused with fruit flavors. One example of “almost sake” is Hana flavored sake produced by Takara Sake.
",0,US09044423-20150602.txt
"“Awamori” refers to a distilled spirit derived from long grain rice that is typically made in Okinawa.
",0,US09044423-20150602.txt
"“Baijiu” refers to a distilled spirit made from sorghum, wheat or glutinous rice. It typically has an alcohol content of about 60%.
",0,US09044423-20150602.txt
"“Beer” refers to an alcoholic beverage produced by the brewing and fermentation of starches, which are primarily derived from cereal grains (e.g., malted barley, wheat, corn and rice). The alcohol content of beer typically ranges from one percent to six percent.
",0,US09044423-20150602.txt
"“Alcoholic beverage” refers to a liquid suitable for human consumption, which contains ethanol, water, and at least one additional component, which is a sweetener, odorant, or flavorant, or a congener derived from the brewed or fermented compositions from which the beverage is produced. The amount of ethanol is at least 1% by weight. In various other embodiments of the invention, the amount of ethanol is at least 2%, 5%, 10%, 20%, or 40% by weight. “Deuterated alcohol,” in the context of this document, refers to ethanol having at least one deuterium atom, and corresponding to Formula 1. Deuterated alcohols are articles of commerce sold by vendors such as CDN Isotopes, Inc., Pointe-Claire, Quebec, Canada, and methods for making such compounds are well known to those of skill in the art. Ethanol stereospecifically deuterated at the H Re position is known (see Damgaard et al., Biochemistry, 1981 20:5662-9, and references therein), while racemic ethanol-1-d is readily obtained by reduction of acetaldehyde with BD 3 or NaBD 4 . Non-specific hydrogen-deuterium exchange reactions are referenced and/or discussed in U.S. Pat. No. 7,517,990, which is incorporated by reference into this document in its entirety for all purposes, and particularly for the purpose of disclosing methods of deut er ium incorporation. Hydrogenation of a vinyl ester (e.g., vinyl acetate) with D 2 gas, followed by hydrolysis, will provide ethanol-1,2-d 2 having at least 50% D at the H Re position; the proportion of D at this position may be raised, if desired, by the use of an asymmetric hydrogenation catalyst. (See, e.g., G. J. Clarkson et al., Tetrahedron: Asymmetry, 2004, 15:1787-1792.)
",0,US09044423-20150602.txt
"“Enzyme abnormality” in the context of metabolism of ethanol refers to either a decreased aldehyde dehydrogenase level or an increased level of activity of alcohol dehydrogenase, or both, which results in higher than normal levels of acetaldehyde in the body of an affected person. Although this is most commonly the result of allelic variations in the genes encoding the enzymes, other causes (e.g. misregulation of gene expression) are encompassed by the present invention.
",0,US09044423-20150602.txt
"References herein to methods of “avoiding” or “reducing the severity” of symptoms of acetaldehydemia should be understood to refer to an avoidance or reduction relative to the symptoms that would be experienced with an equivalent dose of a non-deuterated composition.
",0,US09044423-20150602.txt
"“Fermentation byproduct” refers to non-ethanol compounds produced as the result of starch fermentation.
",0,US09044423-20150602.txt
"“Han” refers to a liquor made from barley vodka that has been distilled multiple times and mixed with polished rice. It is not diluted with water.
",0,US09044423-20150602.txt
"“Pharmaceutical composition” refers to a liquid composition, suitable for administration to humans, comprising an active pharmaceutical ingredient, ethanol, and optionally water and/or other pharmaceutically acceptable excipients.
",0,US09044423-20150602.txt
"“Sake” refers to an alcohol-based drink produced by multiple, parallel fermentation of polished rice. There are two basic types of sake: futsu-shu, which is oftentimes referred to as “ordinary sake”; and, tokutei meisho-shu, which is a premium sake oftentimes referred to as “special designation sake”. Honjozo-shu, Junmai-shu and Ginjo-shu are categories of premium sake. Honjozo-shu includes a processing step of adding a slight amount of brewer's alcohol to sake before pressing. Junmai-shu, or “pure rice sake”, is made simply from rice, water and koji mold ( Aspergillus oryzae ); no brewer's yeast or other additives are included in the production process. Ginjo-shu is made from rice that has been polished to 60% or less of its original weight.
",0,US09044423-20150602.txt
"“Shochu” refers to a distilled spirit made from barley, sweet potatoes, cane sugar, or rice. It typically has an alcohol content of 25% or more.
",0,US09044423-20150602.txt
"“Soju” refers to a distilled spirit traditionally made from rice with an alcohol content ranging from 25% to 45%. In some varieties, the manufacturing process involves the fermentation of potatoes, barley, wheat, sweet potatoes or tapioca instead of rice.
",0,US09044423-20150602.txt
"“Spirits” refers to alcoholic beverages produced by the fermentation of starches and subsequent distillation. The starches are usually derived from a variety of natural sources (e.g., agave, potato, beets, un-malted cereal grain), and spirits typically have an alcohol content greater than twenty percent. The term encompasses distilled spirits such as vodka, gin, whisky, rye, cognac, brandy, bourbon, rum, tequila, and the like.
",0,US09044423-20150602.txt
"“Wine” refers to an alcoholic beverage produced by the fermentation of sugars and starches, primarily derived from fruits (e.g., grapes). The alcohol content of wine typically ranges from nine percent to sixteen percent. Fortified wines, having higher alcohol content, are encompassed within the term as well.
",0,US09044423-20150602.txt
"Compositions
",0,US09044423-20150602.txt
"Compositions of the present invention are beverages and pharmaceutical formulations that comprise a deuterated alcohol according to Formula 1. Typically, the compositions comprise between 0.25 percent and 60.0 percent by weight of the deuterated alcohol.
",0,US09044423-20150602.txt
"Where the beverage is an alcopop, it typically comprises between 0.25 percent and 20.0 percent of the deuterated alcohol. Oftentimes, the beverage comprises between 0.5 percent and 15.0 percent of the deuterated alcohol. In specific cases, the beverage may comprise any of the following ranges of deuterated alcohol: 1.0 percent to 15.0 percent; 2.0 percent to 15.0 percent; 3.0 percent to 15.0 percent; 4.0 percent to 15.0 percent; 4.0 percent to 14.0 percent; 4.0 percent to 13.0 percent; 4.0 percent to 12.0 percent; 4.0 percent to 11.0 percent; 4.0 percent to 10.0 percent; 4.0 percent to 9.0 percent; and 4.0 percent to 8.0 percent.
",0,US09044423-20150602.txt
"Where the beverage is beer, it typically comprises between 0.25 percent and 15.0 percent of the deuterated alcohol. Oftentimes, the beverage comprises between 0.5 percent and 12.0 percent of the deuterated alcohol. In specific cases, the beverage may comprise any of the following ranges of deuterated alcohol: 1.0 percent and 12.0 percent; 2.0 percent and 12.0 percent; 3.0 percent and 12.0 percent; 3.0 percent and 11.0 percent; 3.0 percent and 10.0 percent; 3.0 percent and 9.0 percent; 3.0 percent and 8.0 percent; 3.0 percent and 7.0 percent; and, 3.0 percent and 6.0 percent.
",0,US09044423-20150602.txt
"Where the beverage is wine, it typically comprises between 0.25 percent and 15.0 percent of the deuterated alcohol. Oftentimes, the beverage comprises between 0.5 percent and 12.0 percent of the deuterated alcohol. In specific cases, the beverage may comprise any of the following ranges of deuterated alcohol: 1.0 percent and 12.0 percent; 2.0 percent and 12.0 percent; 3.0 percent and 12.0 percent; 4.0 percent and 12.0 percent; 5.0 percent and 12.0 percent; 6.0 percent and 12.0 percent; 3.0 percent and 11.0 percent; 3.0 percent and 10.0 percent; 3.0 percent and 9.0 percent; 3.0 percent and 8.0 percent; 3.0 percent and 7.0 percent; and, 3.0 percent and 6.0 percent.
",0,US09044423-20150602.txt
"Where the beverage is a spirit, it typically comprises between 20.0 percent and 60.0 percent of the deuterated alcohol. Oftentimes, the beverage comprises between 25.0 percent and 50.0 percent of the deuterated alcohol. In specific cases, the beverage may comprise any of the following ranges of deuterated alcohol: 20.0 percent to 50.0 percent; 20.0 percent to 45.0 percent; 20.0 percent to 40.0 percent; 20.0 percent to 35.0 percent; and 20.0 percent to 30.0 percent.
",0,US09044423-20150602.txt
"Where the beverage is sake, it typically comprises between 0.25 percent and 20.0 percent of the deuterated alcohol. Oftentimes, the beverage comprises between 0.25 percent and 17.5 percent of the deuterated alcohols. In certain cases, the beverage may comprise any of the following ranges of deuterated alcohol: 1.0 percent to 15.0 percent; 1.0 percent to 12.5 percent; 1.5 percent to 10.0 percent; 2.0 percent to 10.0 percent; and 2.5 percent to 10.0 percent.
",0,US09044423-20150602.txt
"Where the beverage is awamori, it typically comprises between 0.25 percent and 35.0 percent of the deuterated alcohol. Oftentimes, the beverage comprises between 0.25 percent and 30.0 percent of the deuterated alcohol. In certain cases, the beverage may comprise any of the following ranges of deuterated alcohol: 1.0 percent to 27.5 percent; 1.5 percent to 25.0 percent; 2.0 percent to 20.0 percent; 2.5 percent to 17.5 percent; and 2.5 percent to 15.0 percent.
",0,US09044423-20150602.txt
"Where the beverage is baijiu, it typically comprises between 0.25 percent and 65.0 percent of the deuterated alcohol. Oftentimes, the beverage comprises between 0.25 percent and 60.0 percent of the deuterated alcohol. In specific cases, the beverage may comprise any of the following ranges of deuterated alcohols: 1.0 percent to 55.0 percent; 1.5 percent to 50.0 percent; 2.0 percent to 45.0 percent; 2.5 percent to 40.0 percent; 3.0 percent to 35.0 percent; and 3.5 percent to 30.0 percent.
",0,US09044423-20150602.txt
"Where the beverage is han, it typically comprises between 0.25 percent and 55.0 percent of the deuterated alcohol. Oftentimes, the beverage comprises between 0.25 percent and 50.0 percent of the deuterated alcohol. In specific cases, the beverage may comprise any of the following ranges of deuterated alcohol: 1.0 percent to 45.0 percent; 1.5 percent to 40.0 percent; 2.0 percent to 35.0 percent; 2.5 percent to 30.0 percent; and 3.0 percent to 25.0 percent.
",0,US09044423-20150602.txt
"Where the beverage is shochu, it typically comprises between 0.25 percent and 35.0 percent of the deuterated alcohol. Oftentimes, the beverage comprises between 0.25 percent and 30.0 percent of the deuterated alcohol. In specific cases, the beverage may comprise any of the following ranges of deuterated alcohol: 1.0 percent to 25.0 percent; 1.5 percent to 22.5 percent; 2.0 to 20.0 percent; 2.5 percent to 17.5 percent; 3.0 percent to 15.0 percent; and 3.5 percent to 12.5 percent.
",0,US09044423-20150602.txt
"Where the beverage is soju, it typically comprises between 0.25 percent and 50.0 percent of the deuterated alcohol. Oftentimes, the beverage comprises between 0.25 percent and 45.0 percent of the deuterated compound. In specific cases, the beverage may comprise any of the following ranges of deuterated alcohol: 1.0 percent to 40.0 percent; 1.5 percent to 35.0 percent; 2.0 percent to 30.0 percent; 2.5 percent to 25.0 percent; and 2.5 percent to 20.0 percent.
",0,US09044423-20150602.txt
"Where the beverage is almost sake, it typically comprises between 0.25 percent and 12.0 percent of the deuterated alcohol. Oftentimes, the beverage comprises between 0.25 percent and 11.0 percent of the deuterated alcohol. In specific cases, the beverage may comprise any of the following ranges of deuterated alcohol: 1.0 percent to 10.0 percent; 1.5 percent to 9.0 percent; 2.0 percent to 8.0 percent; 2.5 percent to 7.5 percent; 3.0 percent to 7.0 percent; and 3.5 percent to 6.0 percent.
",0,US09044423-20150602.txt
"The various beverages include mixtures of non-deuterated ethanol and a deuterated ethanol of Formula 1, usually in ratios ranging from 1/10 to 10/1. The non-deuterated ethanol can be obtained, for instance, from compositions derived from fermentation, brewing and fermentation, and/or fermentation and subsequent distillation.
",0,US09044423-20150602.txt
"For instance, where the beverage is an alcopop containing both deuterated and non-deuterated ethanol, non-limiting examples of deuterated to non-deuterated alcohol mixture ratios, by weight, include: 1/10; 1/9; 1/8; 1/7; 1/6; 1/5; 1/4; 1/3; 1/2; 1/1; 2/1; 3/1; 4/1; 5/1; 6/1; 7/1; 8/1; 9/1; and, 10/1.
",0,US09044423-20150602.txt
