,para,label,document,predictions
788,"Example 2l
",0,data/dev/US20200121691A1.txt,1
791,"<img> id-US20200121691A1_00024.PNG </img>
",1,data/dev/US20200121691A1.txt,0
794,"Example 2m
",0,data/dev/US20200121691A1.txt,1
797,"<img> id-US20200121691A1_00025.PNG </img>
",1,data/dev/US20200121691A1.txt,0
799,"Example 3a
",0,data/dev/US20200121691A1.txt,1
804,"Example 3b
",0,data/dev/US20200121691A1.txt,1
809,"Example 3c
",0,data/dev/US20200121691A1.txt,1
812,"<img> id-US20200121691A1_00028.PNG </img>
",1,data/dev/US20200121691A1.txt,0
814,"Example 3d
",0,data/dev/US20200121691A1.txt,1
819,"Example 3e
",0,data/dev/US20200121691A1.txt,1
825,"Example 3f
",0,data/dev/US20200121691A1.txt,1
830,"Example 3g
",0,data/dev/US20200121691A1.txt,1
836,"Example 3h
",0,data/dev/US20200121691A1.txt,1
841,"Example 3i
",0,data/dev/US20200121691A1.txt,1
846,"Example 3k
",0,data/dev/US20200121691A1.txt,1
852,"Example 3j
",0,data/dev/US20200121691A1.txt,1
857,"Example 3l
",0,data/dev/US20200121691A1.txt,1
862,"Example 3m
",0,data/dev/US20200121691A1.txt,1
867,"Example 4a
",0,data/dev/US20200121691A1.txt,1
872,"Example 4b
",0,data/dev/US20200121691A1.txt,1
877,"Example 4c
",0,data/dev/US20200121691A1.txt,1
882,"Example 4d
",0,data/dev/US20200121691A1.txt,1
887,"Example 4e
",0,data/dev/US20200121691A1.txt,1
892,"Example 4f
",0,data/dev/US20200121691A1.txt,1
897,"Example 4g
",0,data/dev/US20200121691A1.txt,1
902,"Example 4h
",0,data/dev/US20200121691A1.txt,1
907,"Example 4i
",0,data/dev/US20200121691A1.txt,1
912,"Example 4k
",0,data/dev/US20200121691A1.txt,1
918,"Example 4j
",0,data/dev/US20200121691A1.txt,1
923,"Example 4l
",0,data/dev/US20200121691A1.txt,1
928,"Example 4m
",0,data/dev/US20200121691A1.txt,1
931,"Example 1
",1,data/dev/US20200121691A1.txt,0
938,"Example 2
",1,data/dev/US20200121691A1.txt,0
946,"Example 3
",1,data/dev/US20200121691A1.txt,0
954,"Example 4
",1,data/dev/US20200121691A1.txt,0
966,"Example 5
",0,data/dev/US20200121691A1.txt,1
974,"Example 6
",0,data/dev/US20200121691A1.txt,1
982,"Example 7
",0,data/dev/US20200121691A1.txt,1
990,"Example 8
",0,data/dev/US20200121691A1.txt,1
998,"Example 9
",0,data/dev/US20200121691A1.txt,1
1006,"Example 18
",0,data/dev/US20200121691A1.txt,1
1013,"Example 30
",0,data/dev/US20200121691A1.txt,1
1021,"Example 3l
",0,data/dev/US20200121691A1.txt,1
1029,"Example 33
",0,data/dev/US20200121691A1.txt,1
1037,"Example 34
",0,data/dev/US20200121691A1.txt,1
1045,"Example 35
",0,data/dev/US20200121691A1.txt,1
1053,"Example 36
",0,data/dev/US20200121691A1.txt,1
1134,"Example 1: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxy-5-(4-(3-methyl-2-oxo-2,3-dihydro-1H-benzo[d]imidazol-1-yl)pyrimidin-2-ylamino)phenyl)acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1135,"<img> id-imgb0020.tif </img>
",0,data/dev/EP3323817A1.txt,1
1157,"Example 2: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxy-5-(4-(2-oxo -2,3-dihydrobenzo[d]imidazol-1-yl)pyrimidin-2-ylamino)phenyl)acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1158,"<img> id-imgb0028.tif </img>
",0,data/dev/EP3323817A1.txt,1
1168,"Example 3: N-(5-(5-chloro-4-(3-methyl-2-oxo-2,3-dihydro-1H-benzo[d]imidazol-1 -yl)pyrimidin-2-ylamino)-2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxyphenyl) acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1169,"<img> id-imgb0032.tif </img>
",0,data/dev/EP3323817A1.txt,1
1191,"Example 4: N-(5-(5-chloro-4-(2-oxo-2,3-dihydro-1H-benzo[d]imidazol-1 -yl)pyrimidin-2-ylamino)-2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxyphenyl) acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1192,"<img> id-imgb0040.tif </img>
",0,data/dev/EP3323817A1.txt,1
1197,"<img> id-imgb0042.tif </img>1H NMR (CDCl3): δ 8.94 (1H, s), 8.66 (1H, s), 8.38 (1H, br), 7.84 (1H, s), 7.23-7.13 (4H, m), 4.05 (3H, s), 3.56 (2H, br), 3.08 (2H, br), 2.89 (3H, s) 2.69 (6H, s).
",1,data/dev/EP3323817A1.txt,0
1198,"The title compound was prepared from 1-(5-chloro-2-(4-fluoro-2-methoxy-5 -nitrophenylamino)pyrimidin-4-yl)-1H-benzo[d]imidazol-2(3H)-one by a method similar to that described in Step 5 of Example 1.
",0,data/dev/EP3323817A1.txt,1
1202,"Example 5: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxy-5-(4-(2 -oxobenzo[d]oxazol-3(2H)-yl)pyrimidin-2-ylamino)phenyl) acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1203,"<img> id-imgb0044.tif </img>
",0,data/dev/EP3323817A1.txt,1
1222,"Example 6: N-(2-((2-hydroxyethyl)(methyl)amino)-4-methoxy-5-(4-(3-methyl-2 -oxo-2,3-dihydro-1H-benzo[d]imidazol-1-yl)pyrimidin-2-ylamino)phenyl)acrylamide
",0,data/dev/EP3323817A1.txt,1
1223,"<img> id-imgb0051.tif </img>
",0,data/dev/EP3323817A1.txt,1
1233,"Example 8: N-(4-methoxy-5-(4-(3-methyl-2-oxo-2,3-dihydrobenzo[d]midazol-1-yl) pyrimidin-2-ylamino)-2-morpholinophenyl)acrylamide
",0,data/dev/EP3323817A1.txt,1
1234,"<img> id-imgb0055.tif </img>
",0,data/dev/EP3323817A1.txt,1
1241,"Example 9: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxy-5-(4-(5-methyl-2-oxo-2,3-dihydrobenzo [d]imidazol-1-yl)pyrimidin-2-ylamino)phenyl)acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1242,"<img> id-imgb0058.tif </img>
",0,data/dev/EP3323817A1.txt,1
1258,"Example 10: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-5-(4-(5-fluoro-3 -methyl-2-oxo-2,3-dihydrobenzo[d]imidazol-1-yl)pyrimidin-2-ylamino)-4-methoxyphenyl) acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1278,"Example 11: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-5-(4-(5-fluoro-2-oxo -2,3-dihydrobenzo[d]imidazol-1-yl)pyrimidin-2-ylamino)-4-methoxyphenyl)acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1279,"<img> id-imgb0071.tif </img>
",0,data/dev/EP3323817A1.txt,1
1289,"Example 12: N-(4-methoxy-2-(methyl(2-(methylamino)ethyl)amino)-5-(4-(3-methyl-2-oxo-2,3-dihydrobenzo[d|imidazol-1-yl)pyrimidin-2-ylamino)phenyl)acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1290,"<img> id-imgb0075.tif </img>
",0,data/dev/EP3323817A1.txt,1
1303,"Example 14: N-(5-(4-(5-chloro-3-methyl-2-oxo-2,3-dihydro-1H-benzo[d]imidazole -1-yl)pyrimidin-2-ylamino)-2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxyphenyl) acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1315,"<img> id-imgb0084.tif </img>
",1,data/dev/EP3323817A1.txt,0
1326,"Example 15: N-(5-(4-(5-bromo-3-methyl-2-oxo-2,3-dihydro-1H-benzo[d]imidazole -1-yl)pyrimidin-2-ylamino)-2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxyphenyl) acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1327,"<img> id-imgb0088.tif </img>
",0,data/dev/EP3323817A1.txt,1
1332,"<img> id-imgb0090.tif </img>
",1,data/dev/EP3323817A1.txt,0
1341,"<img> id-imgb0093.tif </img>
",1,data/dev/EP3323817A1.txt,0
1344,"<img> id-imgb0094.tif </img>
",1,data/dev/EP3323817A1.txt,0
1464,"ZD002 & (2-chloro-5-(pyridin-2-ethynyl)phenyl)(7-oxa-2-aza-spiro[3.5]nonan-2-yl)methanone & <img> id-imgb0020.tif </img>
",0,data/dev/EP3284738A1.txt,1
1465,"ZD003 & (2-chloro-5-(pyridin-2-ethynyl)phenyl)(8-oxa-2-aza-spiro[4.5]dec-2-yl)methanone & <img> id-imgb0021.tif </img>
",0,data/dev/EP3284738A1.txt,1
1466,"ZD004 & 2-fluoro-N-(4-fluorophenyl)-5-((2-methylt hiazol-4-yl)ethynyl)benzamide & <img> id-imgb0022.tif </img>
",0,data/dev/EP3284738A1.txt,1
1470,"ZD008 & (3-((2-methylthiazol-4-yl)phenyl)(8-oxa-2 -aza-spiro[4.5]dec-2-yl)methanone & <img> id-imgb0026.tif </img>
",0,data/dev/EP3284738A1.txt,1
1471,"ZD009 & N-(4-fluorophenyl)-3-((2-methylthiazol-4-yl)ethynyl)benzamide & <img> id-imgb0027.tif </img>
",0,data/dev/EP3284738A1.txt,1
1473,"ZD011 & (1-methyl-3,4-dihydro-isoquinolin-2(1H)-yl-3-((2-methyl-thiazol-4-yl)ethynyl)phen yl)methanone & <img> id-imgb0029.tif </img>
",0,data/dev/EP3284738A1.txt,1
1492,"ZD048 & (2-fluoro-5-(pyridin-2-ylethynyl)phenyl)( 1-methyl-3,4-dihydro-isoquinolin-2(1H)-y l)methanone & <img> id-imgb0048.tif </img>
",0,data/dev/EP3284738A1.txt,1
1560,"Example 1 The preparation of 2-fluoro-5- (pyridin-2-ethynyl) -N- (4-fluorophenyl) benzamide (ZD001)
",0,data/dev/EP3284738A1.txt,1
1561,"1.1 Synthesis of 2-fluoro-5-iodo-benzoyl chloride
",1,data/dev/EP3284738A1.txt,0
1563,"1.2 Synthesis of 2-fluoro-N-(4-fluorophenyl)-5-iodobenzamide
",1,data/dev/EP3284738A1.txt,0
1565,"1.3 Synthesis of final product ZD001
",1,data/dev/EP3284738A1.txt,0
1625,"Example 31 The preparation of 4-((2-methylthiazol-4-yl)ethynyl)-2-(1,2,3,4-dihydroisoquinoline-2-carbonyl)benzonitrile (ZD062)
",1,data/dev/EP3284738A1.txt,0
2104,"(Example 2) Production of the Compound Represented by Formula (I-61)
",1,data/dev/US20180002276A1.txt,0
2106,"The compounds represented by Formula (I-61-1) to (I-61) were prepared as in Example 1.
",1,data/dev/US20180002276A1.txt,0
2108,"(Example 3) Production of the Compound Represented by Formula (I-67)
",1,data/dev/US20180002276A1.txt,0
2110,"The compounds represented by Formula (I-67-1) to (I-67) were prepared as in Example 1. MS (m/z): 1167 [M++1]
",1,data/dev/US20180002276A1.txt,0
2112,"<img> id-US20180002276A1-20180104-C00102.TIF </img>
",0,data/dev/US20180002276A1.txt,1
2183,"<img> id-US20180002276A1-20180104-C00119.TIF </img>
",0,data/dev/US20180002276A1.txt,1
2261,"<img> id-US20200048291A1_00026.PNG </img>
",0,data/dev/US20200048291A1.txt,1
2264,"<img> id-US20200048291A1_00027.PNG </img>
",0,data/dev/US20200048291A1.txt,1
2281,"<img> id-US20200048291A1_00029.PNG </img>
",0,data/dev/US20200048291A1.txt,1
2292,"<img> id-US20200048291A1_00030.PNG </img>
",0,data/dev/US20200048291A1.txt,1
2523,"The BPI (1,3-Bis(2-pyridylimino)isoindoline), benz(f)BPI (3-Bis(2-pyridylimino)benz(f)isoindoline) and Pt(BPI)Cl were synthesized according to reported procedures. [47]
",0,data/dev/US20200048291A1.txt,1
2568,"After extracting the crude product into dichloromethane layer, it was purified by recrystallization by diffusing diethyl ether into acetonitrile. Reddish yellow crystal was obtained.
",1,data/dev/US20200048291A1.txt,0
2698,"<img> id-US20200270285A1_00010.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2703,"<img> id-US20200270285A1_00011.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2706,"<img> id-US20200270285A1_00012.PNG </img><img> id-US20200270285A1_00013.PNG </img><img> id-US20200270285A1_00014.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2708,"<img> id-US20200270285A1_00015.PNG </img><img> id-US20200270285A1_00016.PNG </img><img> id-US20200270285A1_00017.PNG </img><img> id-US20200270285A1_00018.PNG </img><img> id-US20200270285A1_00019.PNG </img><img> id-US20200270285A1_00020.PNG </img><img> id-US20200270285A1_00021.PNG </img><img> id-US20200270285A1_00022.PNG </img><img> id-US20200270285A1_00023.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2749,"Example 1-1
",1,data/dev/US20200270285A1.txt,0
2753,"<img> id-US20200270285A1_00024.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2754,"Example 1-2
",1,data/dev/US20200270285A1.txt,0
2758,"<img> id-US20200270285A1_00025.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2759,"Example 1-3
",1,data/dev/US20200270285A1.txt,0
2763,"<img> id-US20200270285A1_00026.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2764,"Example 1-4
",1,data/dev/US20200270285A1.txt,0
2768,"<img> id-US20200270285A1_00027.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2769,"Example 1-5
",1,data/dev/US20200270285A1.txt,0
2773,"<img> id-US20200270285A1_00028.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2774,"Example 1-6
",1,data/dev/US20200270285A1.txt,0
2778,"<img> id-US20200270285A1_00029.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2779,"Example 1-7
",1,data/dev/US20200270285A1.txt,0
2783,"<img> id-US20200270285A1_00030.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2784,"Example 1-8
",1,data/dev/US20200270285A1.txt,0
2788,"<img> id-US20200270285A1_00031.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2789,"Example 1-9
",1,data/dev/US20200270285A1.txt,0
2793,"<img> id-US20200270285A1_00032.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2794,"Example 1-10
",1,data/dev/US20200270285A1.txt,0
2798,"<img> id-US20200270285A1_00033.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2799,"Example 1-11
",1,data/dev/US20200270285A1.txt,0
2803,"<img> id-US20200270285A1_00034.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2804,"Example 1-12
",1,data/dev/US20200270285A1.txt,0
2808,"<img> id-US20200270285A1_00035.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2809,"Example 1-13
",1,data/dev/US20200270285A1.txt,0
2813,"<img> id-US20200270285A1_00036.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2814,"Example 1-14
",1,data/dev/US20200270285A1.txt,0
2818,"<img> id-US20200270285A1_00037.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2819,"Example 1-15
",1,data/dev/US20200270285A1.txt,0
2823,"<img> id-US20200270285A1_00038.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2824,"Example 1-16
",1,data/dev/US20200270285A1.txt,0
2828,"<img> id-US20200270285A1_00039.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2830,"<img> id-US20200270285A1_00040.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2832,"Example 1-17
",1,data/dev/US20200270285A1.txt,0
2836,"<img> id-US20200270285A1_00041.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2838,"<img> id-US20200270285A1_00042.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2852,"<img> id-US20200270285A1_00043.PNG </img>
",0,data/dev/US20200270285A1.txt,1
3091,"After completion of the reaction, water may be added to the reaction mixtures, the mixture is extracted with an organic solvent(s), and if necessary, the organic layer is washed with an aqueous solution of a reducing agent (for example, sodium sulfite, and sodium thiosulfate) and an aqueous solution of a base (for example, sodium hydrogen carbonate). The organic layer may be dried and concentrated to obtain the compound (Ib).
",0,data/dev/US20200165244A1.txt,1
3100,"After completion of the reaction, water may be added to the reaction mixtures, the mixture is extracted with an organic solvent(s), and if necessary, the organic layer is washed with an aqueous solution of a reducing agent (for example, sodium sulfite, and sodium thiosulfate) and an aqueous solution of a base (for example, sodium hydrogen carbonate). The organic layer may be dried and concentrated to obtain the compound (Ic).
",0,data/dev/US20200165244A1.txt,1
3198," & H & Me
",0,data/dev/US20200165244A1.txt,1
3199," & H & Et
",0,data/dev/US20200165244A1.txt,1
3200," & H & Pr
",0,data/dev/US20200165244A1.txt,1
3201," & H & i-Pr
",0,data/dev/US20200165244A1.txt,1
3203," & H & i-Bu
",0,data/dev/US20200165244A1.txt,1
3210," & Me & Me
",0,data/dev/US20200165244A1.txt,1
3211," & Me & Et
",0,data/dev/US20200165244A1.txt,1
3212," & Me & Pr
",0,data/dev/US20200165244A1.txt,1
3213," & Me & i-Pr
",0,data/dev/US20200165244A1.txt,1
3237," & c-Pr & Me
",0,data/dev/US20200165244A1.txt,1
3238," & c-Pr & Et
",0,data/dev/US20200165244A1.txt,1
3239," & c-Pr & Pr
",0,data/dev/US20200165244A1.txt,1
3240," & c-Pr & i-Pr
",0,data/dev/US20200165244A1.txt,1
3241," & c-Pr & Bu
",0,data/dev/US20200165244A1.txt,1
3242," & c-Pr & i-Bu
",0,data/dev/US20200165244A1.txt,1
3243," & c-Pr & s-Bu
",0,data/dev/US20200165244A1.txt,1
3244," & c-Pr & t-Bu
",0,data/dev/US20200165244A1.txt,1
3247," & c-Pr & 4-OMe-Bn
",0,data/dev/US20200165244A1.txt,1
3248," & c-Pr & 4-NO2-Bn
",0,data/dev/US20200165244A1.txt,1
3249," & C(O)OMe & Me
",0,data/dev/US20200165244A1.txt,1
3250," & C(O)OEt & Et
",0,data/dev/US20200165244A1.txt,1
3251," & C(O)OPr & Pr
",0,data/dev/US20200165244A1.txt,1
3252," & C(O)Oi-Pr & i-Pr
",0,data/dev/US20200165244A1.txt,1
3285," & Me & Me
",0,data/dev/US20200165244A1.txt,1
3286," & Et & Et
",0,data/dev/US20200165244A1.txt,1
3287," & Pr & Pr
",0,data/dev/US20200165244A1.txt,1
3289," & H & Et
",0,data/dev/US20200165244A1.txt,1
3290," & H & Pr
",0,data/dev/US20200165244A1.txt,1
3315," & Me & Et
",0,data/dev/US20200165244A1.txt,1
3316," & Me & Pr
",0,data/dev/US20200165244A1.txt,1
3327," & —CH2CH2CH2CH2CH2—
",0,data/dev/US20200165244A1.txt,1
3370,"1-methylcyclopropene+SX, 2,3,5-triiodobenzoic acid+SX, IAA ((1H-indol-3-yl)acetic acid)+SX, IBA (4-(1H-indol-3-yl)butyric acid) SX, MCPA (2-(4-chloro-2-methylphenoxy)acetic acid)+SX, MCPB (4-(4-chloro-2-methylphenoxy)butyric acid) SX, 4-CPA (4-chlorophenoxyacetic acid) SX, 5-aminolevulinic acid hydrochloride+SX, 6-benzylaminopurine+SX, abscisic acid+SX, AVG (aminoethoxyvinylglycine)+SX, ancymidol+SX, butralin+SX, calcium carbonate+SX, calcium chloride+SX, calcium formate+SX, calcium peroxide+SX, calcium polysulfide+SX, calcium sulfate+SX, chlormequat-chloride+SX, chlorpropham+SX, choline chloride+SX, cloprop+SX, cyanamide+SX, cyclanilide+SX, daminozide+SX, decan-1-ol+SX, dichlorprop+SX, dikegulac+SX, dimethipin+SX, diquat+SX, ethephon SX, ethychlozate+SX, flumetralin+SX, flurprimidol+SX, forchlorfenuron+SX, Gibberellin A+SX, Gibberellin A3+SX, inabenfide+SX, Kinetin+SX, maleic hydrazide+SX, mefluidide+SX, mepiquat-chloride SX, oxidized glutathione SX, pacrobutrazol SX, pendimethalin SX, prohexandione-calcium+SX, prohydrojasmon+SX, pyraflufen-ethyl+SX, sintofen+SX, sodium 1-naphthaleneacetate+SX, sodium cyanate+SX, streptmycin+SX, thidiazuron SX, triapenthenol+SX, Tribufos+SX, trinexapac-ethyl+SX, uniconazole-P+SX, 2-(naphthalene-1-yl)acetamide+SX, [4-oxo-4-(2-phenylethyl)amino]butyric acid+SX, methyl 5-(trifluoromethyl)benzo[b]thiophene-2-carboxylate+SX, 3-[(6-chloro-4-phenylquinazolin-2-yl)amino]-1-propanol+SX, Glomus spp.+SX, Glomus intraradices+SX, Glomus mosseae SX, Glomus aggregatum+SX, Glomus etunicatum+SX, Bradyrhizobium elkani+SX, Bradyrhizobium japonicum+SX, Bradyrhizobium lupini SX, Rhizobium leguminosarum bv. trifolii+SX, Rhizobium leguminosarum bv. phaseoli+SX, Rhizobium leguminosarum bv. viciae+SX, Sinorhizobium meliloti+SX, Rhizobium spp.+SX.
",0,data/dev/US20200165244A1.txt,1
3374,"1-dodecyl-1H-imidazole+SX, N-(2-ethylhexyl)-8,9,10-trinorborn-5-ene-2,3-dicarboximide+SX, bucarpolate+SX, N,N-dibutyl-4-chlorobenzenesulfonamide+SX, dietholate+SX, diethylmaleate+SX, piperonyl butoxide+SX, piperonyl cyclonene+SX, piprotal+SX, propyl isome+SX, safroxan+SX, sesamex+SX, sesamolin+SX, sulfoxide+SX, Verbutin+SX, DMC (1,1-bis(4-chlorophenyl)ethanol)+SX, FDMC (1,1-bis(4-chlorophenyl)-2,2,2-trifluoroethanol)+SX, ETN (1,2-epoxy-1,2,3,4-tetrahydronaphthalene)+SX, ETP (1,1,1-trichloro-2,3-expoxypropane)+SX, PSCP (phenylsaligenin cyclic phosphate) SX, TBPT (S,S,S-tributyl phosphorotrithioate)+SX, TPP (triphenyl phosphate)+SX.
",0,data/dev/US20200165244A1.txt,1
3549,"Preparation Example 1
",1,data/dev/US20200165244A1.txt,0
3551,"<img> id-US20200165244A1_00020.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3555,"Preparation Example 2
",1,data/dev/US20200165244A1.txt,0
3557,"<img> id-US20200165244A1_00022.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3559,"Preparation Example 3
",1,data/dev/US20200165244A1.txt,0
3561,"<img> id-US20200165244A1_00023.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3563,"Preparation Example 4
",1,data/dev/US20200165244A1.txt,0
3565,"<img> id-US20200165244A1_00024.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3567,"Preparation Example 5
",1,data/dev/US20200165244A1.txt,0
3569,"<img> id-US20200165244A1_00025.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3571,"Preparation Example 6
",1,data/dev/US20200165244A1.txt,0
3573,"<img> id-US20200165244A1_00026.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3593," & A2 & NBoc2
",1,data/dev/US20200165244A1.txt,0
3594," & A4 & NHC(O)OMe
",1,data/dev/US20200165244A1.txt,0
3596," & A8 & <img> id-US20200165244A1_00028.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3598," & A9 & <img> id-US20200165244A1_00029.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3605,"Preparation Example 8
",1,data/dev/US20200165244A1.txt,0
3607,"<img> id-US20200165244A1_00030.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3627," & A4 & C(O)OMe & H
",1,data/dev/US20200165244A1.txt,0
3628," & A6 & C(O)OPr & H
",1,data/dev/US20200165244A1.txt,0
3634,"<img> id-US20200165244A1_00032.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3636,"Preparation Example 11
",1,data/dev/US20200165244A1.txt,0
3637,"The compound A5 which was prepared according to the method described in Preparation Example 10 and physical property value thereof is shown below.
",1,data/dev/US20200165244A1.txt,0
3638,"<img> id-US20200165244A1_00033.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3640,"Preparation Example 12
",1,data/dev/US20200165244A1.txt,0
3642,"<img> id-US20200165244A1_00034.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3643,"Preparation Example 13
",1,data/dev/US20200165244A1.txt,0
3645,"<img> id-US20200165244A1_00035.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3647,"Preparation Example 14
",0,data/dev/US20200165244A1.txt,1
3650,"<img> id-US20200165244A1_00036.PNG </img>
",0,data/dev/US20200165244A1.txt,1
3666," & C3 & H & C(O)OMe
",1,data/dev/US20200165244A1.txt,0
3866,"2) performing a dihydroxylation reaction on the product of step 1) to synthesize a diol compound;
",0,data/dev/US20200123187A1.txt,1
3883,"1) adding NaH, DMF and an alkyl iodide to (E)-but-2-ene-1,4-diol and performing a dialkylation reaction to obtain a compound A.
",0,data/dev/US20200123187A1.txt,1
