,index,para,label,document,predictions
67,67,"The di- and polyisocyanate used according to the invention can consist of any aromatic, aliphatic, cycloaliphatic and/or (cyclo)aliphatic di- and/or polyisocyanates.
",0,US10029427-20180724.txt,0
68,68,"As aromatic di- or polyisocyanates, in principle all known aromatic compounds are suitable. 1,3- and 1,4-phenylene diisocyanate, 1,5-naphthylene diisocyanate, tolidine diisocyanate, 2,6-toluoylene diisocyanate, 2,4-toluoylene diisocyanate (2,4-TDI), 2,4′-diphenylmethane diisocyanate (2,4′-MDI), 4,4′-diphenylmethane diisocyanate, the mixtures of monomeric diphenylmethane diisocyanates (MDI) and oligomeric diphenylmethane diisocyanates (polymer MDI), xylylene diisocyanate, tetramethylxylylene diisocyanate and triisocyanato-toluene are particularly suitable.
",0,US10029427-20180724.txt,0
69,69,"Suitable aliphatic di- or polyisocyanates advantageously have 3 to 16 carbon atoms, preferably 4 to 12 carbon atoms, in the linear or branched alkylene residue and suitable cycloaliphatic or (cyclo)aliphatic diisocyanates advantageously have 4 to 18 carbon atoms, preferably 6 to 15 carbon atoms, in the cycloalkylene residue. Those skilled in the art adequately understand (cyclo)aliphatic diisocyanates simultaneously to mean cyclically and aliphatically bound NCO groups, such as is for example the case with isophorone diisocyanate. In contrast to this, cycloaliphatic diisocyanates are understood to mean those which only have NCO groups directly bound to the cycloaliphatic ring, e.g. H 12 MDI. Examples are cyclohexane diisocyanate, methylcyclohexane diisocyanate, ethylcyclohexane diisocyanate, propylcyclohexane diisocyanate, methyldiethylcyclohexane diisocyanate, propane diisocyanate, butane diisocyanate, pentane diisocyanate, hexane diisocyanate, heptane diisocyanate, octane diisocyanate, nonane diisocyanate, nonane triisocyanate, such as 4-isocyanatomethyl-1,8-octane diisocyanate (TIN), decane di- and triisocyanate, undecane di- and triisocyanate and dodecane di- and triisocyanate.
",0,US10029427-20180724.txt,0
70,70,"Isophorone diisocyanate (IPDI), hexamethylene diisocyanate (HDI), diisocyanato-dicyclohexylmethane (H 12 MDI), 2-methylpentane diisocyanate (MPDI), 2,2,4-trimethylhexa-methylene diisocyanate/2,4,4-trimethylhexamethylene diisocyanate (TMDI), and norbornane diisocyanate (NBDI) are preferred. IPDI, HDI, TMDI and H 12 MDI are quite particularly preferably used, the isocyanurates also being usable. Also suitable are 4-methyl-cyclohexane 1,3-diisocyanate, 2-butyl-2-ethylpentamethylene diisocyanate, 3(4)-isocyanatomethyl-1-methylcyclohexyl isocyanate, 2-isocyanatopropyl-cyclohexyl isocyanate, 2,4′-methylenebis(cyclohexyl)diisocyanate and 1,4-diisocyanato-4-methyl-pentane.
",0,US10029427-20180724.txt,0
71,71,"Of course, mixtures of the di- and polyisocyanates can also be used.
",0,US10029427-20180724.txt,0
72,72,"Furthermore, oligo- or polyisocyanate which can be produced from the said di- or poly-isocyanates or mixtures thereof by linkage by means of urethane, allophanate, urea, biuret, uretdione, amide, isocyanurate, carbodiimide, uretonimine, oxadiazinetrione or iminooxadiazinedione structures are preferably used. Isocyanurate, in particular from IPDI and HDI, are particularly suitable.
",0,US10029427-20180724.txt,0
73,73,"The polyisocyanates used according to the invention are blocked. Possible for this are external blocking agents such as for example ethyl acetoacetate, diisopropylamine, methyl ethyl ketoxime, diethyl malonate, ε-caprolactam, 1,2,4-triazole, phenol or substituted phenols and 3,5-dimethylpyrazole.
",0,US10029427-20180724.txt,0
74,74,"The curing components preferably used are IPDI adducts which contain isocyanurate groupings and ε-caprolactam blocked isocyanate structures.
",0,US10029427-20180724.txt,0
75,75,"Internal blocking is also possible and this is preferably used. The internal blocking is effected via dimer formation via uretdione structures which at elevated temperature again cleave back into the isocyanate structures originally present and hence set the crosslinking with the binder in motion.
",0,US10029427-20180724.txt,0
76,76,"Optionally, the reactive polyurethane compositions can contain additional catalysts. These are organometallic catalysts, such as for example dibutyltin dilaurate (DBTL), tin octoate, bismuth neodecanoate, or else tertiary amines, such as for example 1,4-diazabicyclo[2.2.2]-octane, in quantities of 0.001-1 wt. %. These reactive polyurethane compositions used according to the invention are cured under normal conditions, e.g. with DBTL catalysis, from 160° C., usually from ca. 180° C. and as indicated.
",0,US10029427-20180724.txt,0
77,77,"For the production of the reactive polyurethane compositions, the additives usual in coating powder technology, such as levelling agents, e.g. polysilicones or acrylates, light screening agents, e.g. sterically hindered amines, or other auxiliary substances such as were for example described in EP 669 353, can be added in a total quantity of 0.05 to 5 wt. %. Fillers and pigments such as for example titanium dioxide can be added in a quantity up to 30 wt. % of the total composition.
",0,US10029427-20180724.txt,0
78,78,"In the context of this invention reactive (modification I) means that the reactive polyurethane compositions used according to the invention cure as described above at temperatures from 160° C., this depending on the nature of the support.
",0,US10029427-20180724.txt,0
79,79,"The reactive polyurethane compositions used according to the invention are cured under normal conditions, e.g. with DBTL catalysis, from 160° C., usually from ca. 180° C. The time for the curing of the polyurethane composition used according to the invention is as a rule within 5 to 60 minutes.
",0,US10029427-20180724.txt,0
80,80,"Preferably used in the present invention is a matrix material B), from a polyurethane composition B) containing reactive uretdione groups, essentially containing a) at least one curing agent containing uretdione groups, based on polyaddition compounds from polyisocyanates containing aliphatic, (cyclo)aliphatic or cycloaliphatic uretdione groups and hydroxyl group-containing compounds, where the curing agent exists in solid form below 40° C. and in liquid form above 125° C. and has a free NCO content of less than 5 wt. % and a uretdione content of 3-25 wt. %,
",0,US10029427-20180724.txt,0
81,81,"b) at least one hydroxyl group-containing polymer which exists in solid form below 40° C. and in liquid form above 125° C. and has an OH number between 20 and 200 mg KOH/gram,
",0,US10029427-20180724.txt,0
82,82,"c) optionally at least one catalyst,
",0,US10029427-20180724.txt,0
83,83,"d) optionally auxiliary agents and additives known from polyurethane chemistry,
",0,US10029427-20180724.txt,0
84,84,"so that the two components a) and b) are present in the ratio that for every hydroxyl group of the component b) 0.3 to 1 uretdione group of the component a) is consumed, preferably 0.45 to 0.55. The latter corresponds to an NCO/OH ratio of 0.9 to 1.1 to 1.
",0,US10029427-20180724.txt,0
