,para,label,document,predictions
711,"<img> id-US20200121691A1_00011.PNG </img>
",1,data/dev/US20200121691A1.txt,0
713,"Example 1b
",0,data/dev/US20200121691A1.txt,1
717,"<img> id-US20200121691A1_00012.PNG </img>
",1,data/dev/US20200121691A1.txt,0
719,"Example 2a
",0,data/dev/US20200121691A1.txt,1
722,"<img> id-US20200121691A1_00013.PNG </img>
",1,data/dev/US20200121691A1.txt,0
725,"Example 2b
",0,data/dev/US20200121691A1.txt,1
728,"<img> id-US20200121691A1_00014.PNG </img>
",1,data/dev/US20200121691A1.txt,0
731,"Example 2c
",0,data/dev/US20200121691A1.txt,1
734,"<img> id-US20200121691A1_00015.PNG </img>
",1,data/dev/US20200121691A1.txt,0
737,"Example 2d
",0,data/dev/US20200121691A1.txt,1
740,"<img> id-US20200121691A1_00016.PNG </img>
",1,data/dev/US20200121691A1.txt,0
743,"Example 2e
",0,data/dev/US20200121691A1.txt,1
750,"Example 2f
",0,data/dev/US20200121691A1.txt,1
756,"Example 2g
",0,data/dev/US20200121691A1.txt,1
763,"Example 2h
",0,data/dev/US20200121691A1.txt,1
766,"<img> id-US20200121691A1_00020.PNG </img>
",1,data/dev/US20200121691A1.txt,0
769,"Example 2i
",0,data/dev/US20200121691A1.txt,1
772,"<img> id-US20200121691A1_00021.PNG </img>
",1,data/dev/US20200121691A1.txt,0
775,"Example 2k
",0,data/dev/US20200121691A1.txt,1
779,"<img> id-US20200121691A1_00022.PNG </img>
",1,data/dev/US20200121691A1.txt,0
782,"Example 2j
",0,data/dev/US20200121691A1.txt,1
788,"Example 2l
",0,data/dev/US20200121691A1.txt,1
794,"Example 2m
",0,data/dev/US20200121691A1.txt,1
799,"Example 3a
",0,data/dev/US20200121691A1.txt,1
804,"Example 3b
",0,data/dev/US20200121691A1.txt,1
809,"Example 3c
",0,data/dev/US20200121691A1.txt,1
814,"Example 3d
",0,data/dev/US20200121691A1.txt,1
819,"Example 3e
",0,data/dev/US20200121691A1.txt,1
825,"Example 3f
",0,data/dev/US20200121691A1.txt,1
830,"Example 3g
",0,data/dev/US20200121691A1.txt,1
836,"Example 3h
",0,data/dev/US20200121691A1.txt,1
841,"Example 3i
",0,data/dev/US20200121691A1.txt,1
846,"Example 3k
",0,data/dev/US20200121691A1.txt,1
852,"Example 3j
",0,data/dev/US20200121691A1.txt,1
857,"Example 3l
",0,data/dev/US20200121691A1.txt,1
862,"Example 3m
",0,data/dev/US20200121691A1.txt,1
867,"Example 4a
",0,data/dev/US20200121691A1.txt,1
872,"Example 4b
",0,data/dev/US20200121691A1.txt,1
877,"Example 4c
",0,data/dev/US20200121691A1.txt,1
882,"Example 4d
",0,data/dev/US20200121691A1.txt,1
887,"Example 4e
",0,data/dev/US20200121691A1.txt,1
892,"Example 4f
",0,data/dev/US20200121691A1.txt,1
897,"Example 4g
",0,data/dev/US20200121691A1.txt,1
902,"Example 4h
",0,data/dev/US20200121691A1.txt,1
907,"Example 4i
",0,data/dev/US20200121691A1.txt,1
912,"Example 4k
",0,data/dev/US20200121691A1.txt,1
918,"Example 4j
",0,data/dev/US20200121691A1.txt,1
923,"Example 4l
",0,data/dev/US20200121691A1.txt,1
928,"Example 4m
",0,data/dev/US20200121691A1.txt,1
931,"Example 1
",1,data/dev/US20200121691A1.txt,0
938,"Example 2
",1,data/dev/US20200121691A1.txt,0
946,"Example 3
",1,data/dev/US20200121691A1.txt,0
954,"Example 4
",1,data/dev/US20200121691A1.txt,0
962,"Example 5
",1,data/dev/US20200121691A1.txt,0
970,"Example 6
",1,data/dev/US20200121691A1.txt,0
982,"Example 7
",0,data/dev/US20200121691A1.txt,1
990,"Example 8
",0,data/dev/US20200121691A1.txt,1
998,"Example 9
",0,data/dev/US20200121691A1.txt,1
1006,"Example 18
",0,data/dev/US20200121691A1.txt,1
1013,"Example 30
",0,data/dev/US20200121691A1.txt,1
1021,"Example 3l
",0,data/dev/US20200121691A1.txt,1
1029,"Example 33
",0,data/dev/US20200121691A1.txt,1
1037,"Example 34
",0,data/dev/US20200121691A1.txt,1
1045,"Example 35
",0,data/dev/US20200121691A1.txt,1
1053,"Example 36
",0,data/dev/US20200121691A1.txt,1
1134,"Example 1: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxy-5-(4-(3-methyl-2-oxo-2,3-dihydro-1H-benzo[d]imidazol-1-yl)pyrimidin-2-ylamino)phenyl)acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1135,"<img> id-imgb0020.tif </img>
",0,data/dev/EP3323817A1.txt,1
1157,"Example 2: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxy-5-(4-(2-oxo -2,3-dihydrobenzo[d]imidazol-1-yl)pyrimidin-2-ylamino)phenyl)acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1158,"<img> id-imgb0028.tif </img>
",0,data/dev/EP3323817A1.txt,1
1168,"Example 3: N-(5-(5-chloro-4-(3-methyl-2-oxo-2,3-dihydro-1H-benzo[d]imidazol-1 -yl)pyrimidin-2-ylamino)-2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxyphenyl) acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1169,"<img> id-imgb0032.tif </img>
",0,data/dev/EP3323817A1.txt,1
1191,"Example 4: N-(5-(5-chloro-4-(2-oxo-2,3-dihydro-1H-benzo[d]imidazol-1 -yl)pyrimidin-2-ylamino)-2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxyphenyl) acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1192,"<img> id-imgb0040.tif </img>
",0,data/dev/EP3323817A1.txt,1
1198,"The title compound was prepared from 1-(5-chloro-2-(4-fluoro-2-methoxy-5 -nitrophenylamino)pyrimidin-4-yl)-1H-benzo[d]imidazol-2(3H)-one by a method similar to that described in Step 5 of Example 1.
",0,data/dev/EP3323817A1.txt,1
1202,"Example 5: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxy-5-(4-(2 -oxobenzo[d]oxazol-3(2H)-yl)pyrimidin-2-ylamino)phenyl) acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1203,"<img> id-imgb0044.tif </img>
",0,data/dev/EP3323817A1.txt,1
1222,"Example 6: N-(2-((2-hydroxyethyl)(methyl)amino)-4-methoxy-5-(4-(3-methyl-2 -oxo-2,3-dihydro-1H-benzo[d]imidazol-1-yl)pyrimidin-2-ylamino)phenyl)acrylamide
",0,data/dev/EP3323817A1.txt,1
1223,"<img> id-imgb0051.tif </img>
",0,data/dev/EP3323817A1.txt,1
1230,"Example 7: (E)-N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxy-5-(4 -(3-methyl-2-oxo-2,3-dihydro-1H-benzo[d]imidazol-1-yl)pyrimidin-2-ylamino)phenyl)-4 -methoxybut-2-enamide
",1,data/dev/EP3323817A1.txt,0
1233,"Example 8: N-(4-methoxy-5-(4-(3-methyl-2-oxo-2,3-dihydrobenzo[d]midazol-1-yl) pyrimidin-2-ylamino)-2-morpholinophenyl)acrylamide
",0,data/dev/EP3323817A1.txt,1
1234,"<img> id-imgb0055.tif </img>
",0,data/dev/EP3323817A1.txt,1
1241,"Example 9: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxy-5-(4-(5-methyl-2-oxo-2,3-dihydrobenzo [d]imidazol-1-yl)pyrimidin-2-ylamino)phenyl)acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1242,"<img> id-imgb0058.tif </img>
",0,data/dev/EP3323817A1.txt,1
1258,"Example 10: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-5-(4-(5-fluoro-3 -methyl-2-oxo-2,3-dihydrobenzo[d]imidazol-1-yl)pyrimidin-2-ylamino)-4-methoxyphenyl) acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1259,"<img> id-imgb0064.tif </img>
",0,data/dev/EP3323817A1.txt,1
1278,"Example 11: N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-5-(4-(5-fluoro-2-oxo -2,3-dihydrobenzo[d]imidazol-1-yl)pyrimidin-2-ylamino)-4-methoxyphenyl)acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1279,"<img> id-imgb0071.tif </img>
",0,data/dev/EP3323817A1.txt,1
1289,"Example 12: N-(4-methoxy-2-(methyl(2-(methylamino)ethyl)amino)-5-(4-(3-methyl-2-oxo-2,3-dihydrobenzo[d|imidazol-1-yl)pyrimidin-2-ylamino)phenyl)acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1290,"<img> id-imgb0075.tif </img>
",0,data/dev/EP3323817A1.txt,1
1303,"Example 14: N-(5-(4-(5-chloro-3-methyl-2-oxo-2,3-dihydro-1H-benzo[d]imidazole -1-yl)pyrimidin-2-ylamino)-2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxyphenyl) acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1304,"<img> id-imgb0080.tif </img>
",0,data/dev/EP3323817A1.txt,1
1326,"Example 15: N-(5-(4-(5-bromo-3-methyl-2-oxo-2,3-dihydro-1H-benzo[d]imidazole -1-yl)pyrimidin-2-ylamino)-2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxyphenyl) acrylamide hydrochloride
",0,data/dev/EP3323817A1.txt,1
1327,"<img> id-imgb0088.tif </img>
",0,data/dev/EP3323817A1.txt,1
1467,"ZD005 & (3-((2-methylthiazol-4-yl)ethynyl)phenyl) (3-trifluoromethyl-5,6-dihydro-[1,2,4]tria zolo[4,3-a]pyrazin-7(8H)-yl)methanone & <img> id-imgb0023.tif </img>
",0,data/dev/EP3284738A1.txt,1
1485,"ZD041 & N-(4-fluorophenyl)-2-methyl-5-((2-methyl thiazol-4-yl)ethynyl)benzamide & <img> id-imgb0041.tif </img>
",0,data/dev/EP3284738A1.txt,1
1496,"ZD052 & (3,4-dihydro-isoquinolin-2(1H)-yl)(2-fluo ro-5-((2-methyl-thiazol-4-yl)ethynyl)pyrid in-3-yl)methanone & <img> id-imgb0052.tif </img>
",0,data/dev/EP3284738A1.txt,1
1498,"ZD054 & 2-chloro-N-(4-fluorophenyl)-5-((2-methyl thiazol-4-yl)ethynyl)nicotinamide & <img> id-imgb0054.tif </img>
",0,data/dev/EP3284738A1.txt,1
1504,"ZD060 & N-(4-fluorophenyl)-5-((2-methylthiazol-4-yl)ethynyl)-2-(trifluoromethyl)benzamide & <img> id-imgb0060.tif </img>
",0,data/dev/EP3284738A1.txt,1
1507,"ZD063 & (3,4-dihydro-isoquinolin-2(1H)-yl)(5-((2-methyl-thiazol-4-yl)ethynyl)-2-(trifluorom ethyl)phenyl)methanone & <img> id-imgb0063.tif </img>
",0,data/dev/EP3284738A1.txt,1
1567,"Example 2 The preparation of (2-chloro-5- (pyridin-2-ethynyl) phenyl) (7-oxa-2-aza-spiro [3.5] nonan-2-yl) methanone (ZD002)
",1,data/dev/EP3284738A1.txt,0
1569,"Example 3 The preparation of (2-chloro-5- (pyridin-2-ethynyl) phenyl) (8-oxa-2-aza-spiro [4.5] dec-2-yl) methanone (ZD003)
",1,data/dev/EP3284738A1.txt,0
1571,"Example 4 The preparation of 2-fluoro-N- (4-fluorophenyl) -5 - ((2-methylthiazol-4-yl) ethynyl) benzamide (ZD004)
",1,data/dev/EP3284738A1.txt,0
1700,"2-fluoro-5-iodobenzoic acid was replaced by 3-iodobenzoic acid, 4-fluoroaniline was replaced by 3-trifluoromethyl-5,6,7,8-tetrahydro-[1,2,4]triazolo[4,3-a]pyrazine, 2-ethynylpyridine was replaced by 4-ethynyl-2-methylthiazole, while the remaining raw materials, reagents and the preparation method were the same as those in Example 1 to give the product ZD005, yield 80%. 1H NMR (400 MHz, CDCl3) δ 7.68 (s, 1H), 7.65 (s, 1H), 7.47 (d, J = 5.6 Hz,2H), 7.41 (s, 1H), 5.06 (s, 2H), 4.26 (s, 2H), 4.12 (s,2H), 2.74 (s, 3H).LRMS (EI) m/z 418(M+).
",1,data/dev/EP3284738A1.txt,0
2050,"<img> id-US20180002276A1-20180104-C00084.TIF </img>
",0,data/dev/US20180002276A1.txt,1
2076,"<img> id-US20180002276A1-20180104-C00087.TIF </img>
",0,data/dev/US20180002276A1.txt,1
2079,"<img> id-US20180002276A1-20180104-C00088.TIF </img>
",0,data/dev/US20180002276A1.txt,1
2104,"(Example 2) Production of the Compound Represented by Formula (I-61)
",1,data/dev/US20180002276A1.txt,0
2105,"<img> id-US20180002276A1-20180104-C00100.TIF </img>
",1,data/dev/US20180002276A1.txt,0
2106,"The compounds represented by Formula (I-61-1) to (I-61) were prepared as in Example 1.
",1,data/dev/US20180002276A1.txt,0
2108,"(Example 3) Production of the Compound Represented by Formula (I-67)
",1,data/dev/US20180002276A1.txt,0
2110,"The compounds represented by Formula (I-67-1) to (I-67) were prepared as in Example 1. MS (m/z): 1167 [M++1]
",1,data/dev/US20180002276A1.txt,0
2112,"<img> id-US20180002276A1-20180104-C00102.TIF </img>
",0,data/dev/US20180002276A1.txt,1
2183,"<img> id-US20180002276A1-20180104-C00119.TIF </img>
",0,data/dev/US20180002276A1.txt,1
2259,"<img> id-US20200048291A1_00025.PNG </img>
",0,data/dev/US20200048291A1.txt,1
2261,"<img> id-US20200048291A1_00026.PNG </img>
",0,data/dev/US20200048291A1.txt,1
2264,"<img> id-US20200048291A1_00027.PNG </img>
",0,data/dev/US20200048291A1.txt,1
2279,"<img> id-US20200048291A1_00028.PNG </img>
",0,data/dev/US20200048291A1.txt,1
2281,"<img> id-US20200048291A1_00029.PNG </img>
",0,data/dev/US20200048291A1.txt,1
2292,"<img> id-US20200048291A1_00030.PNG </img>
",0,data/dev/US20200048291A1.txt,1
2373,"[Pt(BPI)(NHC)](OTf) with different alkyl chains and aromatic groups on the NHC ligands were prepared by refluxing [Pt(BPI)Cl][25] with corresponding imidazolium salt in the presence of base (FIG. 1; See Supporting Information for experimental details and characterization data). The structure of 1a was further examined by X-ray crystallography (FIG. 2 and Table 1) and the NHC ligand was found to be perpendicular to the plane of BPI ligand with bond angle (C19-Pt1-N5) of 90.6°.
",0,data/dev/US20200048291A1.txt,1
2523,"The BPI (1,3-Bis(2-pyridylimino)isoindoline), benz(f)BPI (3-Bis(2-pyridylimino)benz(f)isoindoline) and Pt(BPI)Cl were synthesized according to reported procedures. [47]
",0,data/dev/US20200048291A1.txt,1
2749,"Example 1-1
",1,data/dev/US20200270285A1.txt,0
2750,"Synthesis of Organic Silicon Compound 1
",1,data/dev/US20200270285A1.txt,0
2753,"<img> id-US20200270285A1_00024.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2754,"Example 1-2
",1,data/dev/US20200270285A1.txt,0
2758,"<img> id-US20200270285A1_00025.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2759,"Example 1-3
",1,data/dev/US20200270285A1.txt,0
2763,"<img> id-US20200270285A1_00026.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2764,"Example 1-4
",1,data/dev/US20200270285A1.txt,0
2768,"<img> id-US20200270285A1_00027.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2769,"Example 1-5
",1,data/dev/US20200270285A1.txt,0
2773,"<img> id-US20200270285A1_00028.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2774,"Example 1-6
",1,data/dev/US20200270285A1.txt,0
2778,"<img> id-US20200270285A1_00029.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2779,"Example 1-7
",1,data/dev/US20200270285A1.txt,0
2783,"<img> id-US20200270285A1_00030.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2784,"Example 1-8
",1,data/dev/US20200270285A1.txt,0
2788,"<img> id-US20200270285A1_00031.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2789,"Example 1-9
",1,data/dev/US20200270285A1.txt,0
2793,"<img> id-US20200270285A1_00032.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2794,"Example 1-10
",1,data/dev/US20200270285A1.txt,0
2798,"<img> id-US20200270285A1_00033.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2799,"Example 1-11
",1,data/dev/US20200270285A1.txt,0
2803,"<img> id-US20200270285A1_00034.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2804,"Example 1-12
",1,data/dev/US20200270285A1.txt,0
2808,"<img> id-US20200270285A1_00035.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2809,"Example 1-13
",1,data/dev/US20200270285A1.txt,0
2813,"<img> id-US20200270285A1_00036.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2814,"Example 1-14
",1,data/dev/US20200270285A1.txt,0
2818,"<img> id-US20200270285A1_00037.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2819,"Example 1-15
",1,data/dev/US20200270285A1.txt,0
2823,"<img> id-US20200270285A1_00038.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2824,"Example 1-16
",1,data/dev/US20200270285A1.txt,0
2828,"<img> id-US20200270285A1_00039.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2830,"<img> id-US20200270285A1_00040.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2832,"Example 1-17
",1,data/dev/US20200270285A1.txt,0
2836,"<img> id-US20200270285A1_00041.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2838,"<img> id-US20200270285A1_00042.PNG </img>
",0,data/dev/US20200270285A1.txt,1
2852,"<img> id-US20200270285A1_00043.PNG </img>
",0,data/dev/US20200270285A1.txt,1
3238," & c-Pr & Et
",0,data/dev/US20200165244A1.txt,1
3549,"Preparation Example 1
",1,data/dev/US20200165244A1.txt,0
3551,"<img> id-US20200165244A1_00020.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3555,"Preparation Example 2
",1,data/dev/US20200165244A1.txt,0
3557,"<img> id-US20200165244A1_00022.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3559,"Preparation Example 3
",1,data/dev/US20200165244A1.txt,0
3561,"<img> id-US20200165244A1_00023.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3563,"Preparation Example 4
",1,data/dev/US20200165244A1.txt,0
3565,"<img> id-US20200165244A1_00024.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3567,"Preparation Example 5
",1,data/dev/US20200165244A1.txt,0
3569,"<img> id-US20200165244A1_00025.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3571,"Preparation Example 6
",1,data/dev/US20200165244A1.txt,0
3573,"<img> id-US20200165244A1_00026.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3593," & A2 & NBoc2
",1,data/dev/US20200165244A1.txt,0
3594," & A4 & NHC(O)OMe
",1,data/dev/US20200165244A1.txt,0
3596," & A8 & <img> id-US20200165244A1_00028.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3598," & A9 & <img> id-US20200165244A1_00029.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3605,"Preparation Example 8
",1,data/dev/US20200165244A1.txt,0
3607,"<img> id-US20200165244A1_00030.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3627," & A4 & C(O)OMe & H
",1,data/dev/US20200165244A1.txt,0
3628," & A6 & C(O)OPr & H
",1,data/dev/US20200165244A1.txt,0
3634,"<img> id-US20200165244A1_00032.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3637,"The compound A5 which was prepared according to the method described in Preparation Example 10 and physical property value thereof is shown below.
",1,data/dev/US20200165244A1.txt,0
3638,"<img> id-US20200165244A1_00033.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3642,"<img> id-US20200165244A1_00034.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3645,"<img> id-US20200165244A1_00035.PNG </img>
",1,data/dev/US20200165244A1.txt,0
3647,"Preparation Example 14
",0,data/dev/US20200165244A1.txt,1
3665," & C2 & H & C(O)Ot-Bu
",1,data/dev/US20200165244A1.txt,0
3666," & C3 & H & C(O)OMe
",1,data/dev/US20200165244A1.txt,0
3710,"Formulation Example 19
",0,data/dev/US20200165244A1.txt,1
3718,"Formulation Example 23
",0,data/dev/US20200165244A1.txt,1
3924,"<Preparative Example 1> Synthesis of B-BTM-C9
",0,data/dev/US20200123187A1.txt,1
3933,"<Preparative Example 2> Synthesis of B-BTM-C10
",0,data/dev/US20200123187A1.txt,1
3942,"<Preparative Example 3> Synthesis of B-BTM-C11
",0,data/dev/US20200123187A1.txt,1
3951,"<Preparative Example 4> Synthesis of A-BTM-C9
",0,data/dev/US20200123187A1.txt,1
3960,"<Preparative Example 5> Synthesis of A-BTM-C10
",0,data/dev/US20200123187A1.txt,1
3969,"<Preparative Example 6> Synthesis of A-BTM-C11
",0,data/dev/US20200123187A1.txt,1
3978,"<Preparative Example 7> Synthesis of M-BTM-C9
",0,data/dev/US20200123187A1.txt,1
3987,"<Preparative Example 8> Synthesis of M-BTM-C10
",0,data/dev/US20200123187A1.txt,1
3996,"<Preparative Example 9> Synthesis of M-BTM-C11
",0,data/dev/US20200123187A1.txt,1
4136,"Example 1: Preparation of 1-(trans-3-((2-((1-ethyl-1H-pyrazol-4-yl)amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl)oxy)-4-fluoropiperidin-1-yl)prop-2-en-1-one
",0,data/dev/US20200308177A1.txt,1
4153,"<img> id-US20200308177A1_00006.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4157,"<img> id-US20200308177A1_00007.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4161,"<img> id-US20200308177A1_00008.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4164,"<img> id-US20200308177A1_00009.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4168,"<img> id-US20200308177A1_00010.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4172,"<img> id-US20200308177A1_00011.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4176,"<img> id-US20200308177A1_00012.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4180,"<img> id-US20200308177A1_00013.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4184,"<img> id-US20200308177A1_00014.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4188,"<img> id-US20200308177A1_00015.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4192,"<img> id-US20200308177A1_00016.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4196,"<img> id-US20200308177A1_00017.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4200,"<img> id-US20200308177A1_00018.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4204,"<img> id-US20200308177A1_00019.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4208,"<img> id-US20200308177A1_00020.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4212,"<img> id-US20200308177A1_00021.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4216,"<img> id-US20200308177A1_00022.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4219,"Example 19: Preparation of 1-((3S,4R)-3-((2-((1-ethyl-1H-pyrazol-4-yl)amino)-5-methyl-7H-pyrrolo[2,3-d]pyrimidin-4-yl)oxy)-4-fluoropiperidin-1-yl)prop-2-en-1-one
",0,data/dev/US20200308177A1.txt,1
4233,"<img> id-US20200308177A1_00024.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4237,"<img> id-US20200308177A1_00025.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4244,"Example 23: Preparation of 1-(trans-4-fluoro-3-((2-(isoxazol-4-ylamino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl)oxy)piperidin-1-yl)prop-2-en-1-one
",0,data/dev/US20200308177A1.txt,1
4261,"<img> id-US20200308177A1_00028.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4265,"<img> id-US20200308177A1_00029.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4269,"<img> id-US20200308177A1_00030.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4276,"Example 28: Preparation of 1-((3R,4S)-3-((2-((1-ethyl-1H-pyrazol-4-yl)amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl)oxy)-4-fluoropiperidin-1-yl)prop-2-en-1-one
",0,data/dev/US20200308177A1.txt,1
4277,"<img> id-US20200308177A1_00032.PNG </img>
",0,data/dev/US20200308177A1.txt,1
4298,"<img> id-US20200308177A1_00034.PNG </img>
",1,data/dev/US20200308177A1.txt,0
4321,"Example 36: Preparation of 1-((3S,4R)-4-fluoro-3-((2-((1-(piperidin-4-yl)-1H-pyrazol-4-yl)amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl)oxy)piperidin-1-yl)prop-2-en-1-one
",0,data/dev/US20200308177A1.txt,1
4766,"<img> id-US20200148885A1_00032.PNG </img>
",0,data/dev/US20200148885A1.txt,1
4770,"<img> id-US20200148885A1_00033.PNG </img>
",0,data/dev/US20200148885A1.txt,1
4789,"The compound thus obtained was confirmed to be a target compound from the following analysis results:
",0,data/dev/US20200148885A1.txt,1
4796,"<img> id-US20200148885A1_00039.PNG </img>
",0,data/dev/US20200148885A1.txt,1
4812,"<img> id-US20200148885A1_00043.PNG </img>
",0,data/dev/US20200148885A1.txt,1
4816,"<img> id-US20200148885A1_00044.PNG </img>
",0,data/dev/US20200148885A1.txt,1
4817,"Comparative Synthesis Example 1: Synthesis of Compound 1-X
",1,data/dev/US20200148885A1.txt,0
