,index,para,label,document,predictions
18,18,"n is an integer from 1 to 3; and
",0,US08598138-20131203.txt,0
19,19,"X is an anion of a pharmaceutically acceptable compound.
",0,US08598138-20131203.txt,0
20,20,"In other embodiments, the positively charged amphiphile is a compound of formula (II):
",0,US08598138-20131203.txt,0
21,21,"wherein: R is selected from H, a C2-C26 acyl group and a C4-C26 aliphatic group;
",0,US08598138-20131203.txt,0
22,22,"R2 is a C4-C26 aliphatic group;
",0,US08598138-20131203.txt,0
23,23,"optionally one or both of R and R2 can be:
",0,US08598138-20131203.txt,0
24,24,"R4 and R5 are each independently a C3-C20 acyl group;
",0,US08598138-20131203.txt,0
25,25,"n is an integer from 1 to 3; and
",0,US08598138-20131203.txt,0
26,26,"X is an anion of a pharmaceutically acceptable compound.
",0,US08598138-20131203.txt,0
27,27,"In still other embodiments, the positively charged amphiphile is a compound of formula (III):
",0,US08598138-20131203.txt,0
28,28,"wherein: R is selected from a C2-C26 acyl group, a C4-C26 aliphatic group and H;
",0,US08598138-20131203.txt,0
29,29,"R4 and R5 are each independently a C3-C20 acyl group;
",0,US08598138-20131203.txt,0
30,30,"n is an integer from 1 to 3; and
",0,US08598138-20131203.txt,0
31,31,"X is an anion of a pharmaceutically acceptable compound.
",0,US08598138-20131203.txt,0
32,32,"In some embodiments, the present invention is also directed to methods of forming a nucleotide-cochleate composition. The method can generally include precipitating a liposome and a nucleotide to form a nucleotide-cochleate, wherein the nucleotide is associated with a positively charged amphiphile.
",0,US08598138-20131203.txt,0
33,33,"In other embodiments, the present invention is also directed to methods of administering a nucleotide to a host. The method generally includes administering a biologically effective amount of a nucleotide-cochleate composition to a host comprising a cochleate and a nucleotide associated with the cochleate, wherein the nucleotide is associated with a positively charged amphiphile.
",0,US08598138-20131203.txt,0
34,34,"In still other embodiments, the present invention is also directed to methods of treating a subject having a disease or disorder associated with expression of a target mRNA. The method generally includes administering to a subject a therapeutically effective amount of a nucleotide-cochleate composition, comprising a cochleate and a nucleotide directed against a target mRNA associated with a disease or disorder, wherein the nucleotide is associated with a positively charged amphiphile, such that the disease or disorder is treated.
",0,US08598138-20131203.txt,0
35,35,"DETAILED DESCRIPTION OF THE INVENTION
",0,US08598138-20131203.txt,0
36,36,"The present invention is based, at least in part, on the discovery that employing a nucleotide associated with a positively charged amphiphile may increase the association of the nucleotide with the cochleate and facilitate bioavailability of the nucleotide. Accordingly, in some embodiments, the present invention provides nucleotide-cochleate compositions which include a cochleate component and a nucleotide, wherein the nucleotide is associated with a positively charged amphiphile.
",0,US08598138-20131203.txt,0
37,37,"So that the invention may be more readily understood, certain terms are first defined.
",0,US08598138-20131203.txt,0
38,38,"The term “positively charged amphiphile” refers to an amphiphile, e.g., a molecule haying a polar water-soluble group attached to a water-insoluble hydrocarbon chain. Exemplary positively charged amphiphiles include, but are not limited to esters and other derivatives of L-carnitine.
",0,US08598138-20131203.txt,0
39,39,"The term “associated with” refers to the interaction between one or more positive charges on a positively charged amphiphile and any full or partial negative charges on a nucleotide.
",0,US08598138-20131203.txt,0
40,40,"As used herein, the terms “cochleate,” “lipid precipitate” and “precipitate” are used interchangeably to refer to a lipid precipitate component that generally includes alternating cationic and lipid bilayer sheets with little or no internal aqueous space, typically stacked and/or rolled up, wherein the cationic sheet is comprised of one or More multivalent cations. Additionally, the term “encochleated” means associated with the cochleate structure, e.g., by incorporation into the cationic sheet, and/or inclusion in the lipid bilayer.
",0,US08598138-20131203.txt,0
41,41,"As used herein, the term “multivalent cation” refers to a divalent cation or higher valency cation, or any compound that has at least two positive charges, including mineral cations such as calcium, barium, zinc, iron and magnesium and other elements, such as drugs and other compounds, capable of forming ions or other structures having multiple positive charges capable of chelating and bridging negatively charged lipids. Additionally or alternatively, the multivalent cation can include other multivalent cationic compounds, e.g., cationic or protonized cargo moieties.
",0,US08598138-20131203.txt,0
42,42,"The term “aliphatic group” includes organic moieties characterized by straight or branched-chains, typically having between 1 and 24 carbon atoms. In complex structures, the chains may be branched, bridged, or cross-linked. Aliphatic groups include aliphatic groups, alkenyl groups, alkynyl groups, and any combination thereof.
",0,US08598138-20131203.txt,0
43,43,"As used herein, “alkyl” groups include saturated hydrocarbons having one or more carbon atoms, e.g., between 1 and 24 carbon atoms, including straight-chain alkyl groups (e.g., methyl, ethyl, propyl, butyl, pentyl, hexyl, heptyl, octyl, nonyl, decyl, etc.) and branched-chain alkyl groups (isopropyl, tert-butyl, sec-butyl, isobutyl, etc.). It is to be understood that both straight-chain and branched-chain alkyl groups are encompassed by the term “alkyl”.
",0,US08598138-20131203.txt,0
44,44,"In certain embodiments, a straight-chain or branched-chain alkyl group may have 30 or fewer carbon atoms in its backbone, e.g., C 1 -C 30 for straight-chain or C 3 -C 30 for branched-chain. In certain embodiments, a straight-chain or branched-chain alkyl group may have 20 or fewer carbon atoms in its backbone, e.g., C 1 -C 20 for straight-chain or C 3 -C 20 for branched-chain, and in more particular embodiments 18 or fewer. The term “C4-C24” as in “C4-C24 alkyl” means alkyl groups containing 4 to 24 carbon atoms.
",0,US08598138-20131203.txt,0
45,45,"The terms “alkenyl”, “alkynyl” and “alkenylene” refer to unsaturated aliphatic groups analogous to alkyls, but which contain at least one double or triple carbon-carbon bond respectively.
",0,US08598138-20131203.txt,0
46,46,"The term “acyl” refers to a carbonyl group that is attached through its carbon atom to a hydrogen (i.e., a formyl) or an aliphatic group (e.g., acetyl), and the like.
",0,US08598138-20131203.txt,0
47,47,"The term “nucleoside” refers to a molecule having a purine or pyrimidine base covalently linked to a ribose or deoxyribose sugar. Exemplary nucleosides include adenosine, guanosine, cytidine, uridine and thymidine. The term “nucleotide” refers to a nucleoside having one or more phosphate groups joined in ester linkages to the sugar moiety. Exemplary nucleotides include nucleoside monophosphates, diphosphates and triphosphates. The terms “polynucleotide” and “nucleic acid molecule” are used interchangeably herein and refer to a polymer of nucleotides joined together by a phosphodiester linkage between 5′ and 3′ carbon atoms.
",0,US08598138-20131203.txt,0
48,48,"The term “oligonucleotide” refers to a short sequence of nucleotides and/or nucleotide analogs. The term “RNA analog” refers to an polynucleotide (e.g., a chemically synthesized polynucleotide) having at least one altered or modified nucleotide as compared to a corresponding unaltered or unmodified RNA, but retaining the same or similar nature or function as the corresponding unaltered or unmodified RNA. The oligonucleotides may be linked with linkages which result in a lower rate of hydrolysis of the RNA analog as compared to an RNA molecule with phosphodiester linkages. For example, the nucleotides of the analog may comprise methylenediol, ethylene diol, oxymethylthio, oxyethylthio, oxycarbonyloxy, phosphorodiamidate, phosphoroamidate, and/or phosphorothioate linkages. In some embodiments, RNA analogues include sugar- and/or backbone-modified ribonucleotides and/or deoxyribonucleotides. Such alterations or modifications can further include addition of non-nucleotide material, such as to the end(s) of the RNA or internally (at one or more nucleotides of the RNA). An RNA analog need only be sufficiently similar to natural RNA that it has the ability to mediate (mediates) RNA interference.
",0,US08598138-20131203.txt,0
49,49,"As used herein, an “identical” oligonucleotide has the same sequence as the reference nucleotide subsequence to which the oligonucleotide is being compared. An “exactly complementary” oligonucleotide refers to an oligonucleotide whose complement has the same sequence as the reference nucleotide subsequence to which the oligonucleotide is being compared. A “substantially complementary” and a “substantially identical” oligonucleotide have the ability to specifically hybridize to a reference gene, DNA, cDNA, or mRNA, and its exact complement.
",0,US08598138-20131203.txt,0
50,50,"An “antisense” oligonucleotide is an oligonucleotide that is substantially complementary to a target nucleotide sequence and has the ability to specifically hybridize to the target nucleotide sequence.
",0,US08598138-20131203.txt,0
51,51,"The term “RNA” or “RNA molecule” or “ribonucleic acid molecule” refers to a polymer of ribonucleotides. The term “DNA” or “DNA molecule” or “deoxyribonucleic acid molecule” refers to a polymer of deoxyribonucleotides. DNA and RNA can be synthesized naturally (e.g., by DNA replication or transcription of DNA, respectively). RNA can be post-transcriptionally modified. DNA and RNA can also be chemically synthesized. DNA and RNA can be single-stranded (i.e., ssRNA and ssDNA, respectively) or multi-stranded (e.g., double stranded, i.e., dsRNA and dsDNA, respectively). “mRNA” or “messenger RNA” is single-stranded RNA that specifies the amino acid sequence of one or more polypeptide chains. This information is translated during protein synthesis when ribosomes bind to the mRNA.
",0,US08598138-20131203.txt,0
52,52,"As used herein, the term “RNA interference” (“RNAi”) refers to a selective intracellular degradation of RNA to mediate, reduce or silence the expression of a target gene.
",0,US08598138-20131203.txt,0
53,53,"As used herein, the term “small interfering RNA” (“siRNA”) (also referred to in the art as “short interfering RNAs”) refers to a double stranded RNA (or RNA analog) comprising between about 10-50 nucleotides (or nucleotide analogs) which is capable of directing or mediating RNA interference.
",0,US08598138-20131203.txt,0
54,54,"As used herein, the term “short double stranded DNA” refers to a double stranded DNA (or DNA analog) comprising less than about 50 nucleotides (or nucleotide analogs).
",0,US08598138-20131203.txt,0
55,55,"“Morpholino oligonucleotides” and “morpholinos” are used interchangeably, and refer to oligonucleotides having a morpholino backbone. Morpholinos function by an RNase H-independent mechanism and are soluble in aqueous solutions, with most being freely soluble at mM concentrations (typically 10 mg/ml to over 100 mg/ml). Morpholinos have high affinity for RNA and efficiently invade even quite stable secondary structures in mRNAs, which results in effective and predictable targeting essentially anywhere from the 5′-cap to about +25 of the protein coding region of mRNAs. Morpholinos are free of significant non-antisense effects while the alternative phosphorothioates are plagued by a host of well-documented non-antisense effects. Morpholinos include a morpholine backbone, which is not recognized by nucleases and therefore is stable in the cell compared to phosphorothioates, which typically are degraded in biological systems in a matter of hours. Consequently, considerably fewer morpholinos are required (approximately 100× less) to achieve similar antisense effects. Morpholinos can also be superior to phosphorothioates because targeting is more predictable, the activity in cells is more reliable, and the sequence specificity is superior. Summerton, Biochimica et Biophysica Acta 1489: 141-158 (1999). Morpholinos can be designed and prepared according to known methods. E.g., Summerton and Weller, Antisense and Nucleic Acid Drug Development 7187-195 (1997).
",0,US08598138-20131203.txt,0
56,56,"As used herein, the terms “ribozyme” and “RNA enzyme” are used interchangeably to refer to RNA molecules that catalyze chemical reactions. In addition to catalyzing cleavage of themselves and/or other RNAs, ribozymes may also catalyze the aminotransferase activity of the ribosome. Ribozymes, although quite rare in cells, often have essential functions, e.g., a role in the ribosomal translation of RNA into proteins. Known ribozymes include, but are not limited to RNase P, Group I and Group II introns, leadzyme, hairpin ribozyme, hammerhead ribozyme, hepatitis delta virus ribozyme, and tetrahymena ribozyme. Additionally, ribozymes may be made synthetically, e.g., while maintaining good enzymatic activity. Synthetic ribozymes may have structures similar to naturally occurring ribozymes or may have novel structures.
",0,US08598138-20131203.txt,0
57,57,"The term “aptamer,” as used herein, refers generally to single-stranded DNA and RNA molecules that bind target molecules with high affinity and specificity. Aptamers may be selected in vitro from populations of random sequences that recognize specific ligands by forming binding pockets. Aptamers can be chemically synthesized and, although single-stranded, normally have complex three-dimensional shapes. Generally, an aptamer domain on an RNA enzyme, or ribozyme, modulates the activity of the ribozyme. In a manner similar to antibodies, when the shape of the aptamer corresponds to the shape of a target protein, a strongly bound complex can be formed. These aptamers may have potential in targeted delivery of drugs, either through direct conjugation of the drug to an aptamer, or through drug encapsulation in a vesicle, e.g., a liposome, which is coated in an aptamer. Accordingly, in one embodiment, the nucleotides employed in the compositions of the present invention are aptamers. The aptamers may be contained at least partially within the cochleate structure. Alternatively, the aptamers may be coated on the cochleate. The aptamer-cochleate may include additional cargo moieties for targeted delivery.
",0,US08598138-20131203.txt,0
58,58,"As used herein, the term “transcription factor decoys” refers to nucleotides, generally oligodeoxynucleotides (ODNs), which are used to inhibit specific transcription factors, e.g., in cell culture. Transcription factor proteins bind specific sequences found in the promoter regions of target genes whose expression they then regulate. These binding sequences are generally 6-10 base pairs in length and are occasionally found in multiple copies within the promoter regions of target genes. A cell can be flooded with transcription factor decoys, which compete for binding of the transcription factor with sequences in target genes. The decoys have the potential to alter the binding and function of the transcription factor, thus regulating the expression of the target gene. At higher concentrations, transcription factor decoys may completely block transcription factor function. Exemplary transcription factor decoys are described, e.g., in Morishita, R., et al., Circ Res, 82, 1023-1028 (1998) and Mann, M. J. and Dzau, V. J., J. Clin. Invest., 106, 1071-1075 (2000). Additional exemplary transcription factor decoys are E2F Decoys, which are DNA-based competitive inhibitor, useful, e.g., in the prevention of bypass graft failure and NF-kB Decoys, useful, e.g., in the treatment of Atopic Dermatitis and other inflammation indications.
",0,US08598138-20131203.txt,0
59,59,"A nucleotide “that mediates RNAi against a target mRNA” refers to a nucleotide including a sequence sufficiently complementary to a target RNA (e.g. mRNA or RNA that can be spliced to produce one or more mRNAs) to trigger the destruction of the target mRNA by the RNAi machinery or process or to interfere with translation of the mRNA into a protein.
",0,US08598138-20131203.txt,0
60,60,"The term “nucleotide analog” or “altered nucleotide” or “modified nucleotide” refers to a non-standard nucleotide, including non-naturally occurring ribonucleotides or deoxyribonucleotides. In some embodiments, nucleotide analogs are modified at any position so as to alter certain chemical properties of the nucleotide yet retain the ability of the nucleotide analog to perform its intended function. Examples of positions of the nucleotide which may be derivatized include the 5 position, e.g., 5-(2-amino)propyl uridine, 5-bromo uridine, 5-propyne uridine, 5-propenyl uridine, etc.; the 6 position, e.g., 6-(2-amino)propyl uridine; the 8-position for adenosine and/or guanosines, e.g., 8-bromo guanosine, 8-chloro guanosine, 8-fluoroguanosine, etc. Nucleotide analogs also include deaza nucleotides, e.g., 7-deaza-adenosine; and N-modified (e.g., alkylated, e.g., N6-methyl adenosine, or as otherwise known in the art) nucleotides; and other heterocyclically modified nucleotide analogs such as those described in Herdewijn, Antisense Nucleic Acid Drug Dev., 2000 Aug. 10(4):297-310.
",0,US08598138-20131203.txt,0
61,61,"Nucleotide analogs may also comprise modifications to the sugar portion of the nucleotides. For example the 2′OH-group may be replaced by a group selected from H, OR, R, F, Cl, Br, I, SH, SR, NH 2 , NHR, NR 2 , COOR, or OR, wherein R is substituted or unsubstituted C1-C6 alkyl, alkenyl, alkynyl, aryl, etc. Other possible modifications include those described in U.S. Pat. Nos. 5,858,988, and 6,291,438.
",0,US08598138-20131203.txt,0
62,62,"The phosphate group of the nucleotide may also be modified, e.g., by substituting one or more of the oxygens of the phosphate group with sulfur (e.g., phosphorothioates), or by making other substitutions which allow the nucleotide to perform its intended function such as described in, for example, Eckstein, Antisense Nucleic Acid Drug Dev. 2000 Apr. 10(2):117-21, Rusckowski et al. Antisense Nucleic Acid Drug Dev. 2000 Oct. 10(5):333-45, Stein, Antisense Nucleic Acid Drug Dev. 2001 Oct. 11 (5): 317-25, Vorobjev et al. Antisense Nucleic Acid Drug Dev. 2001 Apr. 11.2):77-85, and U.S. Pat. No. 5,684,143. In some embodiments, certain of the above-referenced modifications (e.g., phosphate group modifications) decrease the rate of hydrolysis of, for example, polynucleotides comprising said analogs in vivo or in vivo.
",0,US08598138-20131203.txt,0
63,63,"A gene or mRNA “involved” in or “associated with” a disorder includes a gene or mRNA, the normal or aberrant expression or function of which effects or causes a disease or disorder or at least one symptom of said disease or disorder.
",0,US08598138-20131203.txt,0
64,64,"The phrase “examining the function of a target mRNA” refers to examining or studying the expression, activity, function or phenotype arising therefrom, in the host cell, tissue or organism.
",0,US08598138-20131203.txt,0
65,65,"Cochleates
",0,US08598138-20131203.txt,0
66,66,"Cochleates and methods for making and using have been disclosed, e.g., in U.S. Pat. Nos. 5,999,318 and 6,592,894. Cochleate delivery vehicles are stable lipid-cation precipitates that can be composed of simple, naturally occurring materials, e.g., phosphatidylserine, and calcium. Mixtures of naturally occurring molecules (e.g., soy lipids) and/or synthetic or modified lipids can be utilized.
",0,US08598138-20131203.txt,0
67,67,"The cochleate structure provides protection from degradation for associated “encochleated” moieties. Divalent cation concentrations in vivo in serum and mucosal secretions are such that the cochleate structure is maintained. Hence, the majority of cochleate-associated molecules, e.g., cargo moieties, are present in the inner layers of a primarily solid, non-aqueous, stable, impermeable structure. Since the cochleate structure includes a series of solid layers, components within the interior of the cochleate structure remain substantially intact, even though the outer layers of the cochleate may be exposed to harsh environmental conditions or enzymes.
",0,US08598138-20131203.txt,0
68,68,"The cochleate interior is primarily free of water and resistant to penetration by oxygen. Oxygen and water are primarily responsible for the decomposition and degradation of molecules which can lead to reduced shelf-life. Accordingly, encochleation can also impart extensive shelf-life stability to encochleated nucleotides.
",0,US08598138-20131203.txt,0
69,69,"With respect to storage, cochleates can be stored in cation-containing buffer, or lyophilized or otherwise converted to a powder, and stored at room temperature. If desired, the cochleates also can be reconstituted with liquid prior to administration. Cochleate preparations have been shown to be stable for more than two years at 4° C. in a cation-containing buffer, and at least one year as a lyophilized powder at room temperature.
",0,US08598138-20131203.txt,0
70,70,"In one embodiment, the cochleate comprises a negatively charged lipid component and a multivalent cation component. The lipid employed in the present invention may include one or more negatively charged lipids. As used herein, the term “negatively charged lipid” includes lipids having a head group bearing a formal negative charge in aqueous solution at an acidic, basic or physiological pH, and also includes lipids having a zwitterionic head group.
",0,US08598138-20131203.txt,0
71,71,"In one embodiment, the lipid is a mixture of lipids, comprising at least 75% negatively charged lipid. In another embodiment, the lipid includes at least 85% negatively charged lipid. In other embodiments, the lipid includes at least 90%, 95% or even 99% negatively charged lipid. All ranges and values between 60% and 100% negatively charged lipid are meant to be encompassed herein.
",0,US08598138-20131203.txt,0
72,72,"The negatively charged lipid can include soy-based lipids. In some embodiments, the lipid includes phospholipids, such as soy-based phospholipids. The negatively charged lipid can include phosphotidyl serine (PS), dioleoylphosphatidylserine (DOPS), phosphatidic acid (PA), phosphatidylinositol (PI), and/or phosphatidyl glycerol (PG) and or a mixture of one or more of these lipids with other lipids. Additionally or alternatively, the lipid can include phosphatidylcholine (PC), phosphatidylethanolamine (PE), diphosphotidylglycerol (DPG), dioleoyl phosphatidic acid (DOPA), distearoyl phosphatidylserine (DSPS), dimyristoyl phosphatidylserine (DMFS), dipalmitoyl phosphatidylgycerol (DPPG) and the like.
",0,US08598138-20131203.txt,0
73,73,"The lipids can be natural or synthetic. For example, the lipid can include esterified fatty acid acyl chains, or organic chains attached by non-ester linkages such as ether linkages (as described in U.S. Pat. No. 5,956,159), disulfide linkages, and their analogs.
",0,US08598138-20131203.txt,0
74,74,"In one embodiment the lipid chains are from about 6 to about 26 carbon atoms, and the lipid chains can be saturated or unsaturated. Fatty acyl lipid chains useful in the present invention include, but are not limited to, n-tetradecanoic, n-hexadecanoic acid, n-octadecanoic acid, n-eicosanoic acid, n-docosanoic acid, n-tetracosanoic acid, n-hexacosanoic acid, cis-9-hexadecenoic acid, cis-9-octadecenoic acid, cis,cis-9,12-octadecedienoic acid, all-cis-9,12,15-octadecetrienoic acid, all-cis-5,8,11,14-eicosatetraenoic acid, all-cis-4,7,10,13,16,19-docosahexaenoic acid, 2,4,6,8-tetramethyl decanoic acid, and lactobacillic acid, and the like.
",0,US08598138-20131203.txt,0
75,75,"The cochleates of the invention can further include additional compounds known to be used in lipid preparations, e.g., cholesterol and/or pegylated lipid. Pegylated lipid includes lipids covalently linked to polymers of polyethylene glycol (PEG). PEG's are conventionally classified by their molecular weight, thus PEG 6,000 MW, e.g., has a molecular weight of about 6000. Adding pegylated lipid generally will result in an increase of the amount of compound (e.g., peptide, nucleotide, and nutrient) that can be incorporated into the cochleate. An exemplary pegylated lipid is dipalmitoylphosphatidylehtanolamine (DPPE) bearing PEG 5,000 MW.
",0,US08598138-20131203.txt,0
76,76,"The nucleotide-cochleate compositions of the present invention can be provided in a variety of forms (e.g. powder, liquid, suspension) with or without additional components. Suitable forms and additives, excipients, carriers and the like are known in the art.
",0,US08598138-20131203.txt,0
77,77,"Positively Charged Amphiphiles
",0,US08598138-20131203.txt,0
78,78,"In some embodiments, the present invention is directed to cochleates which include a cochleate component and a nucleotide, wherein the nucleotide is associated with a positively charged amphiphile.
",0,US08598138-20131203.txt,0
79,79,"Without wishing to be bound by any particular theory, it is believed that enhanced binding of the nucleotide and the liposome and/or cochleates may be achieved by first forming an association between the nucleotide and a positively charged amphiphile. The transfection potential of DNA complexed with certain positively charged amphiphiles has been described, e.g., in U.S. Pat. No. 6,797,281, the contents of which are incorporated herein in its entirety by this reference. However, in general, increased transfection rates have been coupled with increased toxicity. Bogden et al., AACS PharmSci 4(2) (2002).
",0,US08598138-20131203.txt,0
80,80,"The addition of a positively charged amphiphile to a nucleotide cochleate may be advantageous, e.g., in delivery of the nucleotide. For example, it is believed that encochleated nucleotides which are associated with positively charged amphiphiles, e.g., palmitoyl L-carnitine chloride undecyl ester, may improve transfection into cells without the associated toxicity generally observed. Accordingly, in some embodiments, cochleates including nucleotides associated with positively charged amphiphiles have significantly no toxicity or undetectable toxicity in vivo and/or in vitro. Moreover, associating the nucleotide to a positively charged amphiphile may also be advantageous for facilitating the transfer of the nucleotide across membranes subsequent to administration.
",0,US08598138-20131203.txt,0
81,81,"The ratios of positively charged amphiphile to nucleotide may vary. In some embodiments, N to P ratios (nitrogen in the positively charged amphiphile to phosphate in the nucleotide) may vary from between about 0.5 to about 20. In certain embodiments, the N to P ratio is between about 4 and about 8.
",0,US08598138-20131203.txt,0
82,82,"In some embodiments, the positively charged amphiphile is a compound of formula (I):
",0,US08598138-20131203.txt,0
83,83,"wherein: R is selected from H, a C2-C26 acyl group and a C4-C26 aliphatic group;
",0,US08598138-20131203.txt,0
84,84,"R1 is selected from
",0,US08598138-20131203.txt,0
85,85,"R2 and R3 are each independently a C4-C26 aliphatic group;
",0,US08598138-20131203.txt,0
86,86,"optionally one or more of R, R2 and R3 can be:
",0,US08598138-20131203.txt,0
87,87,"R4 and R5 are each independently a C3-C20 acyl group;
",0,US08598138-20131203.txt,0
88,88,"n is an integer from 1 to 3; and
",0,US08598138-20131203.txt,0
89,89,"X is an anion of a pharmaceutically acceptable compound.
",0,US08598138-20131203.txt,0
90,90,"For example, in some embodiments, R is a C8-C20 acyl group, e.g., nonanoyl, dodecanoyl, myristoyl, palmitoyl, steroyl or oleoyl. In other embodiments, R is a C8-C20 aliphatic group, e.g., oleyl, nonyl, undecyl, tetradecyl, or hexadecyl.
",0,US08598138-20131203.txt,0
91,91,"In some embodiments, R 1 is
",0,US08598138-20131203.txt,0
92,92,"In some embodiments, R 2 is a C8-C20 aliphatic group, e.g., oleyl, nonyl, undecyl, tetradecyl, or hexadecyl. In other embodiments, R 1 is
",0,US08598138-20131203.txt,0
93,93,"In some embodiments, R 3 is a C8-C20 aliphatic group, e.g., oleyl, nonyl, undecyl, tetradecyl, or hexadecyl.
",0,US08598138-20131203.txt,0
94,94,"In some embodiments, R 2 is
",0,US08598138-20131203.txt,0
95,95,"In some embodiments, R 4 and R 5 are each independently a C6-C18 acyl group, e.g., hexanoyl, undecanoyl, myristoyl, palmitoyl or oleoyl. In some embodiments, e.g., when R 2 is
",0,US08598138-20131203.txt,0
96,96,"R is a C2-C6 acyl group, e.g., acetyl, propionyl, butyryl, valeryl and isovaleryl.
",0,US08598138-20131203.txt,0
97,97,"In other embodiments, the positively charged amphiphile is a compound of formula (II):
",0,US08598138-20131203.txt,0
98,98,"wherein: R is selected from H, a C2-C26 acyl group and a C4-C26 aliphatic group;
",0,US08598138-20131203.txt,0
99,99,"R2 is a C4-C26 aliphatic group;
",0,US08598138-20131203.txt,0
100,100,"optionally one or both of R and R2 can be:
",0,US08598138-20131203.txt,0
101,101,"R4 and R5 are each independently a C3-C20 acyl group;
",0,US08598138-20131203.txt,0
102,102,"n is an integer from 1 to 3; and
",0,US08598138-20131203.txt,0
103,103,"X is an anion of a pharmaceutically acceptable compound.
",0,US08598138-20131203.txt,0
104,104,"In some embodiments, R is a C8-C20 acyl group, e.g., nonanoyl, dodecanoyl, myristoyl, palmitoyl, steroyl or oleoyl. In other embodiments, R is a C8-C20 aliphatic group, e.g., oleyl, nonyl, undecyl, tetradecyl, or hexadecyl.
",0,US08598138-20131203.txt,0
105,105,"In some embodiments, R 2 is a C8-C20 aliphatic group, e.g., oleyl, nonyl, undecyl, tetradecyl, or hexadecyl. In other embodiments, R 2 is
",0,US08598138-20131203.txt,0
106,106,"In some embodiments, R 4 and R 5 are each independently a C6-C18 acyl group, e.g., hexanoyl, undecanoyl, myristoyl, palmitoyl or oleoyl. In some embodiments, e.g., when R 2 is
",0,US08598138-20131203.txt,0
107,107,"R is a C 2 -C 6 acyl group, e.g., acetyl, propionyl, butyryl, valeryl and isovaleryl.
",0,US08598138-20131203.txt,0
108,108,"In still other embodiments, the positively charged amphiphile is a compound of formula (III):
",0,US08598138-20131203.txt,0
109,109,"wherein: R is selected from a C2-C26 acyl group, a C4-C26 aliphatic group and H;
",0,US08598138-20131203.txt,0
110,110,"R4 and R5 are each independently a C3-C20 acyl group;
",0,US08598138-20131203.txt,0
111,111,"n is an integer from 1 to 3; and
",0,US08598138-20131203.txt,0
112,112,"X is an anion of a pharmaceutically acceptable compound.
",0,US08598138-20131203.txt,0
